구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기,전기 1분기,전기,전전기,
entity00105271_udf_CF_2013812125329707_udf_CF_2011526131214625_CashFlowsFromUsedInOperatingActivities      기타장기종업원급여의지급,기타장기종업원급여의 지급,01-03-14,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2013812125329707_udf_CF_2011526131214625_CashFlowsFromUsedInOperatingActivities,      기타장기종업원급여의지급,"-89,247,500","-77,051,958","-303,223,150","-339,821,900",
entity00105271_udf_CF_2011526131537828_udf_CF_2011526131214625_CashFlowsFromUsedInOperatingActivities      관계사퇴직금의 승계,관계회사퇴직급의 전입,01-03-15,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2011526131537828_udf_CF_2011526131214625_CashFlowsFromUsedInOperatingActivities,      관계사퇴직금의 승계,"46,443,754","90,000","-1,293,839,569","2,019,797,403",
entity00105271_udf_CF_2011526131615843_udf_CF_2011526131214625_CashFlowsFromUsedInOperatingActivities      하자보수충당부채의지급,하자보수충당부채의 증가(감소),01-03-19,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2011526131615843_udf_CF_2011526131214625_CashFlowsFromUsedInOperatingActivities,      하자보수충당부채의지급,"-1,484,447,405","-1,810,921,041","-5,930,999,241","-7,549,845,380",
ifrs_IncomeTaxesPaidRefundClassifiedAsOperatingActivities   (4)법인세납부(환급),법인세의 납부(환급),01-03-22,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_IncomeTaxesPaidRefundClassifiedAsOperatingActivities,   (4)법인세납부(환급),"19,478,389,739","27,394,580,162","90,958,599,856","166,227,145,051",
ifrs_CashFlowsFromUsedInInvestingActivitiesⅡ.투자활동으로 인한 현금흐름,투자활동현금흐름,02,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_CashFlowsFromUsedInInvestingActivities,Ⅱ.투자활동으로 인한 현금흐름,"-91,942,879,629","-162,432,317,083","-404,017,172,744","-850,858,206,309",
entity00105271_udf_CF_2011526132634859_CashFlowsFromUsedInInvestingActivities   관계기업및공동기업투자주식의취득,종속기업/관계기업/공동기업투자주식의 취득,02-01,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2011526132634859_CashFlowsFromUsedInInvestingActivities,   관계기업및공동기업투자주식의취득,,"-51,304,834,108","-97,736,075,265","-12,133,248,835",
entity00105271_udf_CF_2016310115744809_CashFlowsFromUsedInInvestingActivities   공동기업투자주식의 처분,금융자산처분이익,01-02-19,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2016310115744809_CashFlowsFromUsedInInvestingActivities,   공동기업투자주식의 처분,,,,"43,722,845,700",
dart_PurchaseOfInvestmentsInSubsidiaries   종속기업에 대한 투자자산의 취득,종속기업/관계기업/공동기업투자주식의 취득,02-01,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_PurchaseOfInvestmentsInSubsidiaries,   종속기업에 대한 투자자산의 취득,,,,"3,591,060,000",
ifrs_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities   유형자산의 취득,유형자산의 취득,02-17,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,   유형자산의 취득,"92,364,424,336","68,608,419,596","279,282,395,022","344,351,533,056",
dart_PurchaseOfIntangibleAssetsOtherThanGoodwill   영업권 이외의 무형자산의 취득,영업권 이외의 무형자산의 취득,02-31,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_PurchaseOfIntangibleAssetsOtherThanGoodwill,   영업권 이외의 무형자산의 취득,"103,027,666","134,704,600","387,711,158","4,165,502,227",
dart_IncreaseInGuaranteeDeposits   보증금의 증가,보증금의 증가,02-26,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_IncreaseInGuaranteeDeposits,   보증금의 증가,"399,454,860","258,350,220","6,323,607,090","8,080,682,088",
dart_PurchaseOfInvestmentProperty   투자부동산의 취득,투자부동산의 취득,02-32,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_PurchaseOfInvestmentProperty,   투자부동산의 취득,,,"43,655,035",,
dart_PurchaseOfFinancialAssetsHeldToMaturity   만기보유금융자산의 취득,만기보유금융자산의 취득,02-30,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_PurchaseOfFinancialAssetsHeldToMaturity,   만기보유금융자산의 취득,"96,261,590","108,743,381","5,800,234,120","758,805,044",
entity00105271_udf_CF_2016511112128687_CashFlowsFromUsedInInvestingActivities   단기금융상품의 순증감,단기금융상픔의 순증감,02-37,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2016511112128687_CashFlowsFromUsedInInvestingActivities,   단기금융상품의 순증감,"-2,700,000,000","-39,391,988,226","-17,300,000,000","233,700,000,000",
dart_PurchaseOfLongTermFinancialInstruments   장기금융상품의 취득,장기금융상품의 처분,02-15,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_PurchaseOfLongTermFinancialInstruments,   장기금융상품의 취득,"2,843,580","2,843,580","12,270,270","10,206,350",
entity00105271_udf_CF_2012223162729606_CashFlowsFromUsedInInvestingActivities   파생상품정산순결제액,파생품정산순결재액,02-03,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2012223162729606_CashFlowsFromUsedInInvestingActivities,   파생상품정산순결제액,"313,426,258","79,619,116","476,984,383","8,161,664,945",
entity00105271_udf_CF_201251081446493_CashFlowsFromUsedInInvestingActivities   정부보조금의 감소(연구비),정부보조금의 감소(연구비),02-23,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_201251081446493_CashFlowsFromUsedInInvestingActivities,   정부보조금의 감소(연구비),"-21,254,367",,"3,636,356","-101,987,925",
entity00105271_udf_CF_2011526132637156_CashFlowsFromUsedInInvestingActivities   단기대여금의증가,단기대여금의 증가,02-06,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2011526132637156_CashFlowsFromUsedInInvestingActivities,   단기대여금의증가,"-220,000,000",,"-3,430,000,000","-3,450,000,000",
entity00105271_udf_CF_2015561328373_CashFlowsFromUsedInInvestingActivities   장기대여금의증가,장기대여금의 증가,02-07,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2015561328373_CashFlowsFromUsedInInvestingActivities,   장기대여금의증가,"-2,286,915,000","-5,159,757,945","-22,796,173,000","-7,290,540,970",
entity00105271_udf_CF_20111114112557734_CashFlowsFromUsedInInvestingActivities   정부보조금의상환,정부보조금의 상환,02-24,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_20111114112557734_CashFlowsFromUsedInInvestingActivities,   정부보조금의상환,,"-793,250,741","-793,250,741","-181,273,107",
ifrs_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities   유형자산의 처분,유형자산의 처분,02-20,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,   유형자산의 처분,"583,847,712","161,505,394","1,217,996,786","2,582,654,553",
dart_ProceedsFromSalesOfIntangibleAssetsOtherThanGoodwill   영업권 이외의 무형자산의 처분,영업권 이외의 무형자산의 처분,02-19,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_ProceedsFromSalesOfIntangibleAssetsOtherThanGoodwill,   영업권 이외의 무형자산의 처분,"230,000","2,136,280","173,242,680",,
dart_DecreaseInGuaranteeDeposits   보증금의 감소,보증금의 감소,02-27,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_DecreaseInGuaranteeDeposits,   보증금의 감소,"381,252,825","252,568,904","1,535,644,675","1,988,526,976",
entity00105271_udf_CF_2011526132640546_CashFlowsFromUsedInInvestingActivities   만기보유금융자산의만기도래,만기보유금융자산의 처분,02-12,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2011526132640546_CashFlowsFromUsedInInvestingActivities,   만기보유금융자산의만기도래,"140,493,484","76,487,593","278,252,071","926,329,616",
dart_ProceedsFromSalesOfLongTermFinancialInstruments   장기금융상품의 처분,장기금융상품의 처분,02-15,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_ProceedsFromSalesOfLongTermFinancialInstruments,   장기금융상품의 처분,"199,122,000",,"73,034,120","1,000,000",
ifrs_ProceedsFromGovernmentGrantsClassifiedAsInvestingActivities   정부보조금의 수취,정부보조금의 수취,02-25,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_ProceedsFromGovernmentGrantsClassifiedAsInvestingActivities,   정부보조금의 수취,"77,009,193","2,276,920","180,434,817","1,577,972,657",
entity00105271_udf_CF_2011526132642125_CashFlowsFromUsedInInvestingActivities   단기대여금의감소,단기대여금의 감소,02-04,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2011526132642125_CashFlowsFromUsedInInvestingActivities,   단기대여금의감소,"370,000,000",,"1,341,822,780","1,800,000,000",
entity00105271_udf_CF_2015561330450_CashFlowsFromUsedInInvestingActivities   장기대여금의감소,장기대여금의 감소,02-05,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2015561330450_CashFlowsFromUsedInInvestingActivities,   장기대여금의감소,"1,520,825,409","1,345,689,593","5,746,998,279","5,317,299,070",
ifrs_InterestReceivedClassifiedAsInvestingActivities   이자수취,이자수취,02-28,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_InterestReceivedClassifiedAsInvestingActivities,   이자수취,"2,665,094,889","1,344,517,114","5,167,226,930","10,424,760,989",
ifrs_DividendsReceivedClassifiedAsInvestingActivities   배당금수취,배당금수취,02-29,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_DividendsReceivedClassifiedAsInvestingActivities,   배당금수취,,"65,774,400","12,123,579,150","11,385,280,314",
dart_PurchaseOfAvailableForSaleFinancialAssets   매도가능금융자산의 취득,매도가능금융자산의 취득,02-09,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_PurchaseOfAvailableForSaleFinancialAssets,   매도가능금융자산의 취득,,,"15,340,015,000","930,845,291,910",
dart_ProceedsFromSalesOfAvailableForSaleFinancialAssets   매도가능금융자산의 처분,매도가능금융자산의 취득,02-14,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_ProceedsFromSalesOfAvailableForSaleFinancialAssets,   매도가능금융자산의 처분,,,"16,909,360,930","141,481,118,162",
entity00105271_udf_CF_20143119536874_CashFlowsFromUsedInInvestingActivities   합병으로 인한 현금 유입액,합병으로 인한 현금 유입액,02-21,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_20143119536874_CashFlowsFromUsedInInvestingActivities,   합병으로 인한 현금 유입액,,,,"1,032,472,221",
ifrs_CashFlowsFromUsedInFinancingActivitiesⅢ.재무활동으로 인한 순현금흐름,재무활동현금흐름,03,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_CashFlowsFromUsedInFinancingActivities,Ⅲ.재무활동으로 인한 순현금흐름,"-54,403,227,289","95,079,505,970","202,169,387,152","470,341,647,341",
ifrs_InterestPaidClassifiedAsFinancingActivities   이자지급,이자지급,03-06,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_InterestPaidClassifiedAsFinancingActivities,   이자지급,"12,497,273,204","11,683,289,164","49,429,277,992","42,012,938,192",
entity00105271_udf_CF_2011526133638531_CashFlowsFromUsedInFinancingActivities   유동성장기부채의상환,유동성장기차입금의 상환,03-02,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2011526133638531_CashFlowsFromUsedInFinancingActivities,   유동성장기부채의상환,"-179,589,490","-4,943,946,360","-5,322,472,630","-1,424,654,940",
entity00105271_udf_CF_2011526133637781_CashFlowsFromUsedInFinancingActivities   단기차입금의순증감,단기차입금의 순증감,03-01,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2011526133637781_CashFlowsFromUsedInFinancingActivities,   단기차입금의순증감,"-41,726,364,595","114,520,721,494","148,236,149,774","612,941,655,473",
dart_RepaymentsOfLongTermBorrowings   장기차입금의 상환,장기차입금의 상환,03-05,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_RepaymentsOfLongTermBorrowings,   장기차입금의 상환,,"2,813,980,000","2,813,980,000",,
ifrs_DividendsPaidClassifiedAsFinancingActivities   배당금지급,배당금지급,03-08,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_DividendsPaidClassifiedAsFinancingActivities,   배당금지급,,,"88,501,032,000","88,172,415,000",
entity00105271_udf_CF_201286161057710_CashFlowsFromUsedInFinancingActivities   사채의상환,사채의 발행,03-09,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_201286161057710_CashFlowsFromUsedInFinancingActivities,   사채의상환,,,,"-110,990,000,000",
dart_ProceedsFromLongTermBorrowings   장기차입금의 차입,장기차입금의 차입,03-04,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_ProceedsFromLongTermBorrowings,   장기차입금의 차입,,,"200,000,000,000","100,000,000,000",
ifrs_IncreaseDecreaseInCashAndCashEquivalentsⅣ현금및현금성자산의 순증감,현금및현금성자산의순증감(감소),05,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,ifrs_IncreaseDecreaseInCashAndCashEquivalents,Ⅳ현금및현금성자산의 순증감,"-72,699,503,652","-14,062,444,483","182,507,338,688","-153,421,653,449",
dart_CashAndCashEquivalentsAtBeginningOfPeriodCfⅤ.기초의현금및현금성자산,기초의현금및현금성자산,06,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,Ⅴ.기초의현금및현금성자산,"507,290,803,343","313,071,833,409","313,071,833,409","462,183,781,965",
entity00105271_udf_CF_2011526133920781_StatementOfCashFlowsAbstractⅥ.외화표시 현금및현금성자산의 환율변동효과,외화표시현금및현금성자산의 환율변동효과 등,08,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,entity00105271_udf_CF_2011526133920781_StatementOfCashFlowsAbstract,Ⅵ.외화표시 현금및현금성자산의 환율변동효과,"-10,806,553,648","-7,789,426,752","11,711,631,246","4,309,704,893",
dart_CashAndCashEquivalentsAtEndOfPeriodCfⅦ.기말의현금및현금성자산,기말의현금및현금성자산,09,"현금흐름표, 간접법 - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2017-03-31,1분기보고서,KRW,dart_CashAndCashEquivalentsAtEndOfPeriodCf,Ⅶ.기말의현금및현금성자산,"423,784,746,043","291,219,962,174","507,290,803,343","313,071,833,409",
