구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기 3개월,당기 1분기 누적,전기 1분기 3개월,전기 1분기 누적,전기,전전기
ifrs-full_CostOfSales매출원가,매출원가,02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_CostOfSales,매출원가,"445,723,264,407","875,237,394,100","469,427,007,259","894,590,666,911",,
ifrs-full_GrossProfit매출총이익,매출총이익,03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"128,683,220,511","249,857,178,005","159,203,280,316","281,977,049,039",,
dart_TotalSellingGeneralAdministrativeExpenses판매비와관리비,판매비와관리비,04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"96,792,524,220","191,692,622,444","108,082,456,474","207,752,653,773",,
dart_OperatingIncomeLoss영업이익,영업이익,05,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,dart_OperatingIncomeLoss,영업이익,"31,890,696,291","58,164,555,561","51,120,823,842","74,224,395,266",,
entity00105271_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract순금융손익,순금융손익,06,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,순금융손익,"496,278,760,692","-40,087,799,879","-205,152,506,058","-176,340,608,612",,
entity00105271_udf_IS_201888185342170_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract   금융수익,금융수익,06-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_IS_201888185342170_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,   금융수익,"542,450,428,114","260,862,878,318","8,110,244,480","111,994,913,437",,
entity00105271_udf_IS_201888185344851_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract   금융원가,금융원가,06-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_IS_201888185344851_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,   금융원가,"46,171,667,422","300,950,678,197","213,262,750,538","288,335,522,049",,
entity00105271_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract기타영업외손익,기타영업외손익,07,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,기타영업외손익,"820,191,086","2,158,890,613","5,497,179,777","7,269,957,619",,
entity00105271_udf_IS_201888185137118_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract   기타이익,기타이익,07-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_IS_201888185137118_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,   기타이익,"6,632,621,559","12,888,090,847","15,324,238,136","21,533,169,559",,
entity00105271_udf_IS_201888185123176_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract   기타손실,기타손실,07-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_IS_201888185123176_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,   기타손실,"5,812,430,473","10,729,200,234","9,827,058,359","14,263,211,940",,
ifrs-full_ProfitLossBeforeTax법인세비용차감전이익,법인세비용차감전이익,08,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전이익,"528,989,648,069","20,235,646,295","-148,534,502,439","-94,846,255,727",,
ifrs-full_IncomeTaxExpenseContinuingOperations법인세비용(수익),법인세비용(수익),09,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용(수익),"134,572,546,833","8,546,347,771","-36,656,297,985","-19,508,249,472",,
ifrs-full_ProfitLossFromContinuingOperations계속영업반기순손익,계속영업당기순손익,10-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,계속영업반기순손익,"394,417,101,236","11,689,298,524","-111,878,204,454","-75,338,006,255",,
ifrs-full_ProfitLossFromDiscontinuedOperations중단영업반기순손익,중단영업당기순손익,10-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업반기순손익,,"77,666,566,099","1,960,228,573","1,610,229,480",,
ifrs-full_ProfitLoss반기순손익,당기순손익,10,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_ProfitLoss,반기순손익,"394,417,101,236","89,355,864,623","-109,917,975,881","-73,727,776,775",,
ifrs-full_OtherComprehensiveIncome기타포괄손익,기타포괄손익,11,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_OtherComprehensiveIncome,기타포괄손익,"6,128,374,241","-34,588,678,080",,,,
entity00105271_udf_IS_202031381149841_OtherComprehensiveIncome   후속기간에 당기손익으로 재분류되지 않는 항목,   후속기간에 당기손익으로 재분류되지 않는 항목,11-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_IS_202031381149841_OtherComprehensiveIncome,   후속기간에 당기손익으로 재분류되지 않는 항목,"6,128,374,241","-34,588,678,080",,,,
entity00105271_udf_IS_202031381233921_udf_IS_202031381149841_OtherComprehensiveIncome      기타포괄손익-공정가치측정 금융자산평가이익(손실),      기타포괄손익-공정가치측정금융자산평가이익(손실),11-02-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,entity00105271_udf_IS_202031381233921_udf_IS_202031381149841_OtherComprehensiveIncome,      기타포괄손익-공정가치측정 금융자산평가이익(손실),"6,128,374,241","-34,588,678,080",,,,
ifrs-full_ComprehensiveIncome반기총포괄손익,총포괄손익,12,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_ComprehensiveIncome,반기총포괄손익,"400,545,475,477","54,767,186,543","-109,917,975,881","-73,727,776,775",,
ifrs-full_EarningsPerShareAbstract지배기업소유주지분에 대한 주당손익,   지배기업소유주지분,14,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_EarningsPerShareAbstract,지배기업소유주지분에 대한 주당손익,,,,,,
ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations   중단영업기본주당이익(손실),   중단영업기본주당이익(손실),14-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,   중단영업기본주당이익(손실),,"9,390",200,164,,
ifrs-full_BasicEarningsLossPerShareFromContinuingOperations   계속영업기본주당이익(손실),   계속영업기본주당이익(손실),14-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   계속영업기본주당이익(손실),"47,687","1,413","-11,377","-7,661",,
ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations   중단영업희석주당이익(손실),   중단영업희석주당이익(손실),14-04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,   중단영업희석주당이익(손실),,"9,390",200,164,,
ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations   계속영업희석주당이익(손실),   계속영업희석주당이익(손실),14-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-06-30,반기보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,   계속영업희석주당이익(손실),"47,687","1,413","-11,377","-7,661",,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 3분기 3개월,당기 3분기 누적,전기 3분기 3개월,전기 3분기 누적,전기,전전기
ifrs-full_Revenue매출액,매출액,01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_Revenue,매출액,"547,232,262,962","1,672,326,835,067","602,391,371,627","1,778,959,087,577",,
ifrs-full_CostOfSales매출원가,매출원가,02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_CostOfSales,매출원가,"425,033,359,713","1,300,270,753,813","458,551,419,533","1,353,142,086,444",,
ifrs-full_GrossProfit매출총이익,매출총이익,03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_GrossProfit,매출총이익,"122,198,903,249","372,056,081,254","143,839,952,094","425,817,001,133",,
dart_TotalSellingGeneralAdministrativeExpenses판매비와관리비,판매비와관리비,04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,"95,084,227,196","286,776,849,640","99,462,600,104","307,215,253,877",,
dart_OperatingIncomeLoss영업이익,영업이익,05,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,영업이익,"27,114,676,053","85,279,231,614","44,377,351,990","118,601,747,256",,
entity00105271_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract순금융손익,순금융손익,06,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,순금융손익,"-206,502,566,932","-246,590,366,811","-117,393,552,359","-293,734,160,971",,
entity00105271_udf_IS_201888185342170_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract   금융수익,금융수익,06-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_IS_201888185342170_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,   금융수익,"27,827,444,555","144,697,098,500","17,235,980,519","129,230,893,956",,
entity00105271_udf_IS_201888185344851_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract   금융원가,금융원가,06-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_IS_201888185344851_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,   금융원가,"234,330,011,487","391,287,465,311","134,629,532,878","422,965,054,927",,
entity00105271_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract기타영업외손익,기타영업외손익,07,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,기타영업외손익,"80,718,409,702","82,877,300,315","867,460,476","8,137,418,095",,
entity00105271_udf_IS_201888185137118_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract   기타이익,기타이익,07-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_IS_201888185137118_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,   기타이익,"87,833,405,732","100,721,496,579","7,077,273,818","28,610,443,377",,
entity00105271_udf_IS_201888185123176_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract   기타손실,기타손실,07-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_IS_201888185123176_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,   기타손실,"7,114,996,030","17,844,196,264","6,209,813,342","20,473,025,282",,
ifrs-full_ProfitLossBeforeTax법인세비용차감전이익,법인세비용차감전이익,08,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전이익,"-98,669,481,177","-78,433,834,882","-72,148,739,893","-166,994,995,620",,
ifrs-full_IncomeTaxExpenseContinuingOperations법인세비용(수익),법인세비용(수익),09,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용(수익),"-28,630,069,416","-20,083,721,645","-15,050,037,650","-34,558,287,122",,
ifrs-full_ProfitLossFromContinuingOperations계속영업분기순손실,계속영업당기순손익,10-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,계속영업분기순손실,"-70,039,411,761","-58,350,113,237","-57,098,702,243","-132,436,708,498",,
ifrs-full_ProfitLossFromDiscontinuedOperations중단영업분기순이익,중단영업당기순손익,10-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업분기순이익,,"77,666,566,099","3,435,493,207","5,045,722,687",,
ifrs-full_ProfitLoss분기순손실,당기순손익,10,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_ProfitLoss,분기순손실,"-70,039,411,761","19,316,452,862","-53,663,209,036","-127,390,985,811",,
ifrs-full_OtherComprehensiveIncome기타포괄손익,기타포괄손익,11,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_OtherComprehensiveIncome,기타포괄손익,"-1,564,235,383","-36,152,913,463",,,,
entity00105271_udf_IS_202031381149841_OtherComprehensiveIncome   후속기간에 당기손익으로 재분류되지 않는 항목,   후속기간에 당기손익으로 재분류되지 않는 항목,11-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_IS_202031381149841_OtherComprehensiveIncome,   후속기간에 당기손익으로 재분류되지 않는 항목,"-1,564,235,383","-36,152,913,463",,,,
entity00105271_udf_IS_202031381233921_udf_IS_202031381149841_OtherComprehensiveIncome      기타포괄손익-공정가치측정 금융자산평가이익(손실),      기타포괄손익-공정가치측정금융자산평가이익(손실),11-02-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,entity00105271_udf_IS_202031381233921_udf_IS_202031381149841_OtherComprehensiveIncome,      기타포괄손익-공정가치측정 금융자산평가이익(손실),"-1,564,235,383","-36,152,913,463",,,,
ifrs-full_ComprehensiveIncome분기총포괄손실,총포괄손익,12,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_ComprehensiveIncome,분기총포괄손실,"-71,603,647,144","-16,836,460,601","-53,663,209,036","-127,390,985,811",,
ifrs-full_EarningsPerShareAbstract지배기업소유주지분에 대한 주당손익,   지배기업소유주지분,14,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_EarningsPerShareAbstract,지배기업소유주지분에 대한 주당손익,,,,,,
ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations   중단영업기본주당이익(손실),   중단영업기본주당이익(손실),14-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,   중단영업기본주당이익(손실),,"9,391",349,513,,
ifrs-full_BasicEarningsLossPerShareFromContinuingOperations   계속영업기본주당이익(손실),   계속영업기본주당이익(손실),14-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   계속영업기본주당이익(손실),"-8,469","-7,055","-5,807","-13,468",,
ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations   중단영업희석주당이익(손실),   중단영업희석주당이익(손실),14-04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,   중단영업희석주당이익(손실),,"9,391",349,513,,
ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations   계속영업희석주당이익(손실),   계속영업희석주당이익(손실),14-03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-09-30,3분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,   계속영업희석주당이익(손실),"-8,469","-7,055","-5,807","-13,468",,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,,당기,,,전기,전전기
ifrs-full_Revenue매출액,매출액,01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,ifrs-full_Revenue,매출액,,"2,071,850,765,816",,,"2,130,823,577,462","2,646,202,990,811"
ifrs-full_CostOfSales매출원가,매출원가,02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,ifrs-full_CostOfSales,매출원가,,"1,612,415,176,979",,,"1,655,520,491,759","2,045,573,672,654"
ifrs-full_GrossProfit매출총이익,매출총이익,03,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,ifrs-full_GrossProfit,매출총이익,,"459,435,588,837",,,"475,303,085,703","600,629,318,157"
dart_TotalSellingGeneralAdministrativeExpenses판매비와관리비,판매비와관리비,04,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,,"362,925,221,578",,,"386,381,795,829","414,666,072,716"
dart_OperatingIncomeLoss영업이익,영업이익,05,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익,,"96,510,367,259",,,"88,921,289,874","185,963,245,441"
entity00105271_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract순금융손익,순금융손익,06,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,entity00105271_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,순금융손익,,"451,968,695,507",,,"-10,866,990,897","-250,764,982,746"
entity00105271_udf_IS_201888185342170_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract   금융수익,금융수익,06-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,entity00105271_udf_IS_201888185342170_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,   금융수익,,"689,069,179,580",,,"179,429,377,576","308,559,056,494"
entity00105271_udf_IS_201888185344851_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract   금융원가,금융원가,06-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,entity00105271_udf_IS_201888185344851_udf_IS_201888185213764_StatementOfComprehensiveIncomeAbstract,   금융원가,,"237,100,484,073",,,"190,296,368,473","559,324,039,240"
entity00105271_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract기타영업외손익,기타영업외손익,07,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,entity00105271_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,기타영업외손익,,"214,191,839,959",,,"-259,292,672,112","4,609,787,943"
entity00105271_udf_IS_201888185137118_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract   기타이익,기타이익,07-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,entity00105271_udf_IS_201888185137118_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,   기타이익,,"257,364,294,107",,,"45,921,820,261","45,560,725,048"
entity00105271_udf_IS_201888185123176_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract   기타손실,기타손실,07-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,entity00105271_udf_IS_201888185123176_udf_IS_201888185112656_StatementOfComprehensiveIncomeAbstract,   기타손실,,"43,172,454,148",,,"305,214,492,373","40,950,937,105"
ifrs-full_ProfitLossBeforeTax법인세비용차감전이익,법인세비용차감전이익,08,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,ifrs-full_ProfitLossBeforeTax,법인세비용차감전이익,,"762,670,902,725",,,"-181,238,373,135","-60,191,949,362"
ifrs-full_IncomeTaxExpenseContinuingOperations법인세비용(수익),법인세비용(수익),09,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용(수익),,"154,099,253,274",,,"7,789,788,259","-2,481,047,202"
ifrs-full_ProfitLossFromContinuingOperations계속영업당기순손익,계속영업당기순손익,10-01,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,계속영업당기순손익,,"608,571,649,451",,,"-189,028,161,394","-57,710,902,160"
ifrs-full_ProfitLossFromDiscontinuedOperations중단영업당기순손익,중단영업당기순손익,10-02,"포괄손익계산서, 기능별 분류(세후기타포괄손익) - 별도재무제표",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-12-31,사업보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업당기순손익,,"97,238,410,460",,,"69,797,093,141","35,781,275,197"
