항목,기간,수치,단위
외환차손,2023-09-30,"-65,721,244,000 ",원
외화환산손실,2023-09-30,"-146,645,000,000 ",원
파생상품관련순손익,2023-09-30," 68,791,786,000 ",원
파생상품평가이익,2023-09-30," 63,443,773,000 ",원
파생상품거래이익,2023-09-30," 8,327,689,000 ",원
파생상품평가손실,2023-09-30,"-1,325,087,000 ",원
파생상품거래손실,2023-09-30,"-1,654,589,000 ",원
투자자산관련순손익,2023-09-30," 43,140,641,000 ",원
당기손익-공정가치측정금융자산평가이익,2023-09-30," 129,659,000,000 ",원
당기손익-공정가치측정금융자산처분이익,2023-09-30," 28,976,555,000 ",원
당기손익-공정가치측정금융자산평가손실,2023-09-30,"-114,967,000,000 ",원
당기손익-공정가치측정금융자산처분손실,2023-09-30,"-528,441,000 ",원
종속/관계기업지분관련순손익,2023-09-30,"-33,798,426,195 ",원
지분법손익,2023-09-30,"-33,798,426,195 ",원
유무형리스자산관련순손익,2023-09-30," 8,943,101,000 ",원
유형자산처분이익,2023-09-30," 17,866,587,000 ",원
사용권자산처분이익,2023-09-30," 34,225,000 ",원
유형자산손상차손환입,2023-09-30," 1,033,924,000 ",원
유형자산처분손실,2023-09-30,"-1,305,336,000 ",원
유형자산손상차손,2023-09-30,"-5,383,468,000 ",원
무형자산처분손실,2023-09-30,"-3,212,931,000 ",원
영업권손상차손,2023-09-30,"-89,900,000 ",원
기타 (+유무형리스자산관련순손익),2023-09-30,"-17,131,902,000 ",원
세전손익,2023-09-30," 211,417,000,000 ",원
매출액,2023-12-31," 6,288,440,000,000 ",원
영업이익,2023-12-31," 312,530,000,000 ",원
감가상각비,2023-12-31," 364,948,000,000 ",원
무형자산상각비,2023-12-31," 46,594,590,760 ",원
사용권자산상각비,2023-12-31," 32,056,621,203 ",원
대손상각비,2023-12-31," 5,404,934,202 ",원
퇴직급여,2023-12-31," 68,949,770,117 ",원
EBITDA,2023-12-31," 830,484,000,000 ",원
당기순이익,2023-12-31," 92,502,625,102 ",원
자산총계,2023-12-31," 13,353,500,000,000 ",원
총차입금,2023-12-31," 5,300,480,000,000 ",원
차입금,2023-12-31," 5,150,850,000,000 ",원
리스부채,2023-12-31," 149,626,000,000 ",원
순차입금,2023-12-31," 3,744,110,000,000 ",원
현금및현금성자산,2023-12-31," 1,045,140,000,000 ",원
단기금융상품,2023-12-31," 509,869,000,000 ",원
조정,2023-12-31," 1,355,293,000 ",원
영업이익률,2023-12-31,5.00,%
EBITDA/매출액,2023-12-31,13.20,%
EBITDA/이자비용,2023-12-31,3.30,%
이자비용,2023-12-31," 254,645,000,000 ",원
총차입금/EBITDA(배),2023-12-31,6.40,배
순차입금/EBITDA(배),2023-12-31,4.50,배
부채비율,2023-12-31,145.10,%
부채총계,2023-12-31," 7,905,940,000,000 ",원
자본총계,2023-12-31," 5,447,530,000,000 ",원
차입금의존도,2023-12-31,39.70,%
OCF(총영업현금흐름),2023-12-31," 537,645,000,000 ",원
영업활동현금흐름,2023-12-31," 788,266,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2023-12-31," 86,893,918,777 ",원
   이자수취,2023-12-31," 35,080,847,020 ",원
   배당금수취,2023-12-31," 45,585,312,600 ",원
   이자지급,2023-12-31," 244,394,000,000 ",원
(-)운전자본투자,2023-12-31," 86,893,918,777 ",원
NCF(순영업현금흐름),2023-12-31," 624,539,000,000 ",원
(-)자본적지출,2023-12-31," 389,847,000,000 ",원
   유형자산의 취득,2023-12-31," 379,009,000,000 ",원
   무형자산의 취득,2023-12-31," 10,837,850,050 ",원
(-)배당금지급,2023-12-31,"-58,833,368,000 ",원
FCF(잉여현금흐름),2023-12-31," 175,858,000,000 ",원
영업이익,2023-12-31," 312,530,000,000 ",원
이자순손익,2023-12-31,"-221,019,000,000 ",원
이자수익,2023-12-31," 33,625,433,000 ",원
이자비용,2023-12-31,"-254,645,000,000 ",원
배당순손익,2023-12-31," 44,285,161,000 ",원
외환관련순손익,2023-12-31,"-20,859,853,000 ",원
외환차익,2023-12-31," 98,634,083,000 ",원
외화환산이익,2023-12-31," 40,311,070,000 ",원
외환차손,2023-12-31,"-83,139,624,000 ",원
외화환산손실,2023-12-31,"-76,665,382,000 ",원
파생상품관련순손익,2023-12-31,"-91,067,750,000 ",원
파생상품평가이익,2023-12-31," 13,101,778,000 ",원
파생상품거래이익,2023-12-31," 11,118,753,000 ",원
파생상품평가손실,2023-12-31,"-113,131,000,000 ",원
파생상품거래손실,2023-12-31,"-2,156,788,000 ",원
투자자산관련순손익,2023-12-31," 459,125,000,000 ",원
당기손익-공정가치측정금융자산평가이익,2023-12-31," 452,438,000,000 ",원
당기손익-공정가치측정금융자산처분이익,2023-12-31," 29,823,775,000 ",원
당기손익-공정가치측정금융자산평가손실,2023-12-31,"-22,608,838,000 ",원
당기손익-공정가치측정금융자산처분손실,2023-12-31,"-528,441,000 ",원
종속/관계기업지분관련순손익,2023-12-31,"-200,303,000,000 ",원
지분법손익,2023-12-31,"-200,303,000,000 ",원
유무형리스자산관련순손익,2023-12-31,"-12,025,101,000 ",원
유형자산처분이익,2023-12-31," 18,601,564,000 ",원
사용권자산처분이익,2023-12-31," 34,248,000 ",원
유형자산손상차손환입,2023-12-31," 1,037,450,000 ",원
유형자산처분손실,2023-12-31,"-3,983,212,000 ",원
유형자산손상차손,2023-12-31,"-24,476,878,000 ",원
무형자산처분손실,2023-12-31,"-3,238,273,000 ",원
기타 (+유무형리스자산관련순손익),2023-12-31,"-26,130,637,000 ",원
세전손익,2023-12-31," 244,436,000,000 ",원
매출액,2024-03-31," 1,588,370,000,000 ",원
영업이익,2024-03-31," 106,907,000,000 ",원
감가상각비,2024-03-31," 92,653,890,525 ",원
무형자산상각비,2024-03-31," 12,560,405,250 ",원
사용권자산상각비,2024-03-31," 7,059,709,367 ",원
대손상각비,2024-03-31," 583,334,785 ",원
퇴직급여,2024-03-31," 19,382,942,519 ",원
EBITDA,2024-03-31," 239,147,000,000 ",원
당기순이익,2024-03-31," 454,911,000,000 ",원
자산총계,2024-03-31," 14,103,500,000,000 ",원
총차입금,2024-03-31," 5,424,730,000,000 ",원
차입금,2024-03-31," 5,276,570,000,000 ",원
리스부채,2024-03-31," 148,160,000,000 ",원
순차입금,2024-03-31," 3,790,760,000,000 ",원
현금및현금성자산,2024-03-31," 1,083,650,000,000 ",원
단기금융상품,2024-03-31," 548,929,000,000 ",원
조정,2024-03-31," 1,389,979,000 ",원
영업이익률,2024-03-31,6.70,%
EBITDA/매출액,2024-03-31,15.10,%
EBITDA/이자비용,2024-03-31,3.60,%
이자비용,2024-03-31," 66,011,168,987 ",원
총차입금/EBITDA(배),2024-03-31,5.70,배
순차입금/EBITDA(배),2024-03-31,4.00,배
부채비율,2024-03-31,141.40,%
부채총계,2024-03-31," 8,261,680,000,000 ",원
자본총계,2024-03-31," 5,841,810,000,000 ",원
차입금의존도,2024-03-31,38.50,%
OCF(총영업현금흐름),2024-03-31," 191,811,000,000 ",원
영업활동현금흐름,2024-03-31," 113,738,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2024-03-31,"-119,816,000,000 ",원
   이자수취,2024-03-31," 8,656,630,891 ",원
   배당금수취,2024-03-31," 143,500,000 ",원
   이자지급,2024-03-31," 50,542,716,463 ",원
(-)운전자본투자,2024-03-31,"-119,816,000,000 ",원
NCF(순영업현금흐름),2024-03-31," 71,995,173,444 ",원
(-)자본적지출,2024-03-31," 57,157,040,285 ",원
   유형자산의 취득,2024-03-31," 55,864,072,364 ",원
   무형자산의 취득,2024-03-31," 1,292,967,921 ",원
FCF(잉여현금흐름),2024-03-31," 14,838,133,159 ",원
영업이익,2024-03-31," 106,907,000,000 ",원
이자순손익,2024-03-31,"-56,352,524,000 ",원
이자수익,2024-03-31," 9,658,645,000 ",원
이자비용,2024-03-31,"-66,011,169,000 ",원
배당순손익,2024-03-31," 48,061,814,000 ",원
외환관련순손익,2024-03-31," 27,924,439,000 ",원
외환차익,2024-03-31," 28,985,200,000 ",원
외화환산이익,2024-03-31," 45,192,810,000 ",원
외환차손,2024-03-31,"-11,995,862,000 ",원
외화환산손실,2024-03-31,"-34,257,709,000 ",원
파생상품관련순손익,2024-03-31," 1,352,805,000 ",원
파생상품평가이익,2024-03-31," 6,092,541,000 ",원
파생상품거래이익,2024-03-31," 663,974,000 ",원
파생상품평가손실,2024-03-31,"-4,887,013,000 ",원
파생상품거래손실,2024-03-31,"-516,697,000 ",원
투자자산관련순손익,2024-03-31," 502,416,000,000 ",원
당기손익-공정가치측정금융자산평가이익,2024-03-31," 514,488,000,000 ",원
당기손익-공정가치측정금융자산처분이익,2024-03-31," 3,661,009,000 ",원
당기손익-공정가치측정금융자산평가손실,2024-03-31,"-15,340,981,000 ",원
당기손익-공정가치측정금융자산처분손실,2024-03-31,"-391,982,000 ",원
종속/관계기업지분관련순손익,2024-03-31,"-2,633,100,231 ",원
지분법손익,2024-03-31,"-2,633,100,231 ",원
유무형리스자산관련순손익,2024-03-31,"-1,707,164,000 ",원
유형자산처분이익,2024-03-31," 253,931,000 ",원
유형자산처분손실,2024-03-31,"-199,092,000 ",원
유형자산손상차손,2024-03-31,"-1,758,485,000 ",원
무형자산처분손실,2024-03-31,"-3,518,000 ",원
기타 (+유무형리스자산관련순손익),2024-03-31," 1,092,157,000 ",원
세전손익,2024-03-31," 627,062,000,000 ",원
매출액,2024-06-30," 3,367,100,000,000 ",원
영업이익,2024-06-30," 247,468,000,000 ",원
감가상각비,2024-06-30," 183,204,000,000 ",원
무형자산상각비,2024-06-30," 24,478,599,580 ",원
사용권자산상각비,2024-06-30," 14,375,029,356 ",원
대손상각비,2024-06-30," 1,196,725,970 ",원
퇴직급여,2024-06-30," 38,431,665,201 ",원
EBITDA,2024-06-30," 509,154,000,000 ",원
당기순이익,2024-06-30," 422,070,000,000 ",원
자산총계,2024-06-30," 13,644,600,000,000 ",원
총차입금,2024-06-30," 5,741,060,000,000 ",원
차입금,2024-06-30," 5,592,270,000,000 ",원
리스부채,2024-06-30," 148,782,000,000 ",원
순차입금,2024-06-30," 4,230,340,000,000 ",원
현금및현금성자산,2024-06-30," 1,072,630,000,000 ",원
단기금융상품,2024-06-30," 436,663,000,000 ",원
조정,2024-06-30," 1,427,887,000 ",원
영업이익률,2024-06-30,7.30,%
EBITDA/매출액,2024-06-30,15.10,%
EBITDA/이자비용,2024-06-30,3.20,%
이자비용,2024-06-30," 158,363,000,000 ",원
총차입금/EBITDA(배),2024-06-30,5.60,배
순차입금/EBITDA(배),2024-06-30,4.20,배
부채비율,2024-06-30,167.10,%
부채총계,2024-06-30," 8,535,880,000,000 ",원
자본총계,2024-06-30," 5,108,710,000,000 ",원
차입금의존도,2024-06-30,42.10,%
OCF(총영업현금흐름),2024-06-30," 494,432,000,000 ",원
영업활동현금흐름,2024-06-30," 323,627,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2024-06-30,"-163,645,000,000 ",원
   이자수취,2024-06-30," 15,756,634,907 ",원
   배당금수취,2024-06-30," 127,005,000,000 ",원
   이자지급,2024-06-30," 135,601,000,000 ",원
(-)운전자본투자,2024-06-30,"-163,645,000,000 ",원
NCF(순영업현금흐름),2024-06-30," 330,787,000,000 ",원
(-)자본적지출,2024-06-30," 131,223,000,000 ",원
   유형자산의 취득,2024-06-30," 128,689,000,000 ",원
   무형자산의 취득,2024-06-30," 2,533,480,152 ",원
(-)배당금지급,2024-06-30,"-51,479,197,000 ",원
FCF(잉여현금흐름),2024-06-30," 148,085,000,000 ",원
영업이익,2024-06-30," 247,468,000,000 ",원
이자순손익,2024-06-30,"-139,458,000,000 ",원
이자수익,2024-06-30," 18,904,689,000 ",원
이자비용,2024-06-30,"-158,363,000,000 ",원
배당순손익,2024-06-30," 48,061,814,000 ",원
외환관련순손익,2024-06-30," 60,872,271,000 ",원
외환차익,2024-06-30," 58,006,476,000 ",원
외화환산이익,2024-06-30," 98,332,535,000 ",원
외환차손,2024-06-30,"-22,356,692,000 ",원
외화환산손실,2024-06-30,"-73,110,048,000 ",원
파생상품관련순손익,2024-06-30," 6,195,382,000 ",원
파생상품평가이익,2024-06-30," 9,047,745,000 ",원
파생상품거래이익,2024-06-30," 3,538,977,000 ",원
파생상품평가손실,2024-06-30,"-815,409,000 ",원
파생상품거래손실,2024-06-30,"-5,575,931,000 ",원
투자자산관련순손익,2024-06-30," 350,305,000,000 ",원
당기손익-공정가치측정금융자산평가이익,2024-06-30," 351,860,000,000 ",원
당기손익-공정가치측정금융자산처분이익,2024-06-30," 6,108,891,000 ",원
당기손익-공정가치측정금융자산평가손실,2024-06-30,"-7,271,651,000 ",원
당기손익-공정가치측정금융자산처분손실,2024-06-30,"-391,982,000 ",원
종속/관계기업지분관련순손익,2024-06-30," 63,038,148,217 ",원
지분법손익,2024-06-30," 63,038,148,217 ",원
유무형리스자산관련순손익,2024-06-30,"-2,392,159,000 ",원
유형자산처분이익,2024-06-30," 743,859,000 ",원
사용권자산처분이익,2024-06-30," 38,214,000 ",원
유형자산처분손실,2024-06-30,"-288,179,000 ",원
유형자산손상차손,2024-06-30,"-2,687,108,000 ",원
무형자산처분손실,2024-06-30,"-198,945,000 ",원
기타 (+유무형리스자산관련순손익),2024-06-30," 298,106,000 ",원
세전손익,2024-06-30," 634,388,000,000 ",원
매출액,2024-09-30," 5,001,310,000,000 ",원
영업이익,2024-09-30," 372,797,000,000 ",원
감가상각비,2024-09-30," 271,411,000,000 ",원
무형자산상각비,2024-09-30," 36,076,174,519 ",원
사용권자산상각비,2024-09-30," 21,726,861,255 ",원
대손상각비,2024-09-30," 361,773,763 ",원
퇴직급여,2024-09-30," 58,287,458,521 ",원
EBITDA,2024-09-30," 760,660,000,000 ",원
당기순이익,2024-09-30," 379,762,000,000 ",원
자산총계,2024-09-30," 13,503,400,000,000 ",원
총차입금,2024-09-30," 5,660,850,000,000 ",원
차입금,2024-09-30," 5,516,010,000,000 ",원
리스부채,2024-09-30," 144,847,000,000 ",원
순차입금,2024-09-30," 4,132,200,000,000 ",원
현금및현금성자산,2024-09-30," 1,040,910,000,000 ",원
단기금융상품,2024-09-30," 486,319,000,000 ",원
조정,2024-09-30," 1,429,006,000 ",원
영업이익률,2024-09-30,7.50,%
EBITDA/매출액,2024-09-30,15.20,%
EBITDA/이자비용,2024-09-30,3.00,%
이자비용,2024-09-30," 252,570,000,000 ",원
총차입금/EBITDA(배),2024-09-30,5.60,배
순차입금/EBITDA(배),2024-09-30,4.10,배
부채비율,2024-09-30,164.20,%
부채총계,2024-09-30," 8,392,010,000,000 ",원
자본총계,2024-09-30," 5,111,350,000,000 ",원
차입금의존도,2024-09-30,41.90,%
OCF(총영업현금흐름),2024-09-30," 623,496,000,000 ",원
영업활동현금흐름,2024-09-30," 457,715,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2024-09-30,"-237,125,000,000 ",원
   이자수취,2024-09-30," 21,921,105,203 ",원
   배당금수취,2024-09-30," 127,463,000,000 ",원
   이자지급,2024-09-30," 220,729,000,000 ",원
(-)운전자본투자,2024-09-30,"-237,125,000,000 ",원
NCF(순영업현금흐름),2024-09-30," 386,371,000,000 ",원
(-)자본적지출,2024-09-30," 196,731,000,000 ",원
   유형자산의 취득,2024-09-30," 193,639,000,000 ",원
   무형자산의 취득,2024-09-30," 3,092,811,613 ",원
(-)배당금지급,2024-09-30,"-58,833,368,000 ",원
FCF(잉여현금흐름),2024-09-30," 130,806,000,000 ",원
영업이익,2024-09-30," 372,797,000,000 ",원
이자순손익,2024-09-30,"-225,680,000,000 ",원
이자수익,2024-09-30," 26,889,279,000 ",원
이자비용,2024-09-30,"-252,570,000,000 ",원
배당순손익,2024-09-30," 48,520,293,000 ",원
외환관련순손익,2024-09-30,"-2,520,837,000 ",원
외환차익,2024-09-30," 72,407,900,000 ",원
외화환산이익,2024-09-30," 33,018,117,000 ",원
외환차손,2024-09-30,"-46,162,450,000 ",원
외화환산손실,2024-09-30,"-61,784,404,000 ",원
파생상품관련순손익,2024-09-30," 3,248,315,000 ",원
파생상품평가이익,2024-09-30," 6,437,056,000 ",원
파생상품거래이익,2024-09-30," 4,150,605,000 ",원
파생상품평가손실,2024-09-30,"-1,272,405,000 ",원
파생상품거래손실,2024-09-30,"-6,066,941,000 ",원
투자자산관련순손익,2024-09-30," 363,653,000,000 ",원
당기손익-공정가치측정금융자산평가이익,2024-09-30," 367,289,000,000 ",원
당기손익-공정가치측정금융자산처분이익,2024-09-30," 7,745,605,000 ",원
당기손익-공정가치측정금융자산평가손실,2024-09-30,"-10,989,481,000 ",원
당기손익-공정가치측정금융자산처분손실,2024-09-30,"-391,982,000 ",원
종속/관계기업지분관련순손익,2024-09-30," 70,216,150,018 ",원
지분법손익,2024-09-30," 70,216,150,018 ",원
유무형리스자산관련순손익,2024-09-30,"-3,585,236,000 ",원
유형자산처분이익,2024-09-30," 1,558,343,000 ",원
사용권자산처분이익,2024-09-30," 37,904,000 ",원
유형자산처분손실,2024-09-30,"-373,816,000 ",원
유형자산손상차손,2024-09-30,"-4,171,428,000 ",원
무형자산처분손실,2024-09-30,"-636,239,000 ",원
기타 (+유무형리스자산관련순손익),2024-09-30," 640,064,000 ",원
세전손익,2024-09-30," 627,288,000,000 ",원
매출액,2024-12-31," 6,658,760,000,000 ",원
영업이익,2024-12-31," 471,118,000,000 ",원
감가상각비,2024-12-31," 364,888,000,000 ",원
무형자산상각비,2024-12-31," 48,314,823,390 ",원
사용권자산상각비,2024-12-31," 28,535,175,165 ",원
대손상각비,2024-12-31,"-617,507,963 ",원
퇴직급여,2024-12-31," 76,480,020,579 ",원
EBITDA,2024-12-31," 988,718,000,000 ",원
당기순이익,2024-12-31," 293,295,000,000 ",원
자산총계,2024-12-31," 13,108,600,000,000 ",원
총차입금,2024-12-31," 5,340,470,000,000 ",원
차입금,2024-12-31," 5,186,960,000,000 ",원
리스부채,2024-12-31," 153,508,000,000 ",원
순차입금,2024-12-31," 4,327,570,000,000 ",원
현금및현금성자산,2024-12-31," 501,330,000,000 ",원
단기금융상품,2024-12-31," 510,145,000,000 ",원
조정,2024-12-31," 1,429,006,000 ",원
영업이익률,2024-12-31,7.10,%
EBITDA/매출액,2024-12-31,14.80,%
EBITDA/이자비용,2024-12-31,2.80,%
이자비용,2024-12-31," 347,807,000,000 ",원
총차입금/EBITDA(배),2024-12-31,5.40,배
순차입금/EBITDA(배),2024-12-31,4.40,배
부채비율,2024-12-31,160.10,%
부채총계,2024-12-31," 8,069,230,000,000 ",원
자본총계,2024-12-31," 5,039,320,000,000 ",원
차입금의존도,2024-12-31,40.70,%
OCF(총영업현금흐름),2024-12-31," 807,861,000,000 ",원
영업활동현금흐름,2024-12-31," 596,801,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2024-12-31,"-346,456,000,000 ",원
   이자수취,2024-12-31," 29,111,708,875 ",원
   배당금수취,2024-12-31," 135,215,000,000 ",원
   이자지급,2024-12-31," 299,722,000,000 ",원
(-)운전자본투자,2024-12-31,"-346,456,000,000 ",원
NCF(순영업현금흐름),2024-12-31," 461,405,000,000 ",원
(-)자본적지출,2024-12-31," 265,001,000,000 ",원
   유형자산의 취득,2024-12-31," 257,720,000,000 ",원
   무형자산의 취득,2024-12-31," 7,280,781,946 ",원
(-)배당금지급,2024-12-31,"-58,833,368,000 ",원
FCF(잉여현금흐름),2024-12-31," 137,571,000,000 ",원
영업이익,2024-12-31," 471,118,000,000 ",원
이자순손익,2024-12-31,"-311,777,000,000 ",원
이자수익,2024-12-31," 36,029,843,000 ",원
이자비용,2024-12-31,"-347,807,000,000 ",원
배당순손익,2024-12-31," 48,520,293,000 ",원
외환관련순손익,2024-12-31," 101,067,000,000 ",원
외환차익,2024-12-31," 139,072,000,000 ",원
외화환산이익,2024-12-31," 115,550,000,000 ",원
외환차손,2024-12-31,"-62,785,950,000 ",원
외화환산손실,2024-12-31,"-90,768,441,000 ",원
파생상품관련순손익,2024-12-31," 8,556,022,000 ",원
파생상품평가이익,2024-12-31," 12,063,753,000 ",원
파생상품거래이익,2024-12-31," 4,736,717,000 ",원
파생상품평가손실,2024-12-31,"-1,680,641,000 ",원
파생상품거래손실,2024-12-31,"-6,563,807,000 ",원
투자자산관련순손익,2024-12-31," 94,743,173,000 ",원
당기손익-공정가치측정금융자산평가이익,2024-12-31," 342,196,000,000 ",원
당기손익-공정가치측정금융자산처분이익,2024-12-31," 11,204,628,000 ",원
당기손익-공정가치측정금융자산평가손실,2024-12-31,"-258,258,000,000 ",원
당기손익-공정가치측정금융자산처분손실,2024-12-31,"-399,003,000 ",원
종속/관계기업지분관련순손익,2024-12-31," 72,334,833,254 ",원
지분법손익,2024-12-31," 72,334,833,254 ",원
유무형리스자산관련순손익,2024-12-31,"-10,683,170,000 ",원
유형자산처분이익,2024-12-31," 4,263,660,000 ",원
사용권자산처분이익,2024-12-31," 47,477,000 ",원
유형자산처분손실,2024-12-31,"-8,353,173,000 ",원
유형자산손상차손,2024-12-31,"-5,987,127,000 ",원
무형자산처분손실,2024-12-31,"-654,007,000 ",원
기타 (+유무형리스자산관련순손익),2024-12-31,"-4,011,208,000 ",원
세전손익,2024-12-31," 469,869,000,000 ",원
매출액,2025-03-31," 1,599,310,000,000 ",원
영업이익,2025-03-31," 103,444,000,000 ",원
감가상각비,2025-03-31," 95,227,179,759 ",원
무형자산상각비,2025-03-31," 12,507,984,745 ",원
사용권자산상각비,2025-03-31," 7,955,589,548 ",원
대손상각비,2025-03-31," 191,120,063 ",원
퇴직급여,2025-03-31," 22,827,127,457 ",원
EBITDA,2025-03-31," 242,153,000,000 ",원
당기순이익,2025-03-31," 44,050,087,099 ",원
자산총계,2025-03-31," 15,066,200,000,000 ",원
총차입금,2025-03-31," 5,804,870,000,000 ",원
차입금,2025-03-31," 5,642,150,000,000 ",원
리스부채,2025-03-31," 162,724,000,000 ",원
순차입금,2025-03-31," 4,365,690,000,000 ",원
현금및현금성자산,2025-03-31," 906,545,000,000 ",원
단기금융상품,2025-03-31," 531,205,000,000 ",원
조정,2025-03-31," 1,429,006,000 ",원
영업이익률,2025-03-31,6.50,%
EBITDA/매출액,2025-03-31,15.10,%
EBITDA/이자비용,2025-03-31,3.10,%
이자비용,2025-03-31," 78,864,286,522 ",원
총차입금/EBITDA(배),2025-03-31,6.00,배
순차입금/EBITDA(배),2025-03-31,4.50,배
부채비율,2025-03-31,140.70,%
부채총계,2025-03-31," 8,805,930,000,000 ",원
자본총계,2025-03-31," 6,260,240,000,000 ",원
차입금의존도,2025-03-31,38.50,%
OCF(총영업현금흐름),2025-03-31," 108,628,000,000 ",원
영업활동현금흐름,2025-03-31," 109,138,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2025-03-31,"-70,194,151,955 ",원
   이자수취,2025-03-31," 1,182,946,624 ",원
   배당금수취,2025-03-31," 205,000,000 ",원
   이자지급,2025-03-31," 72,092,561,765 ",원
(-)운전자본투자,2025-03-31,"-70,194,151,955 ",원
NCF(순영업현금흐름),2025-03-31," 38,433,869,593 ",원
(-)자본적지출,2025-03-31," 92,403,927,055 ",원
   유형자산의 취득,2025-03-31," 91,179,112,494 ",원
   무형자산의 취득,2025-03-31," 1,224,814,561 ",원
FCF(잉여현금흐름),2025-03-31,"-53,970,057,462 ",원
영업이익,2025-03-31," 103,444,000,000 ",원
이자순손익,2025-03-31,"-74,167,596,000 ",원
이자수익,2025-03-31," 4,696,691,000 ",원
이자비용,2025-03-31,"-78,864,287,000 ",원
배당순손익,2025-03-31," 62,913,241,000 ",원
외환관련순손익,2025-03-31,"-14,774,366,000 ",원
외환차익,2025-03-31," 15,900,599,000 ",원
외화환산이익,2025-03-31," 37,598,454,000 ",원
외환차손,2025-03-31,"-19,009,530,000 ",원
외화환산손실,2025-03-31,"-49,263,889,000 ",원
파생상품관련순손익,2025-03-31," 3,902,456,000 ",원
파생상품거래이익,2025-03-31," 5,394,589,000 ",원
파생상품평가손실,2025-03-31,"-747,510,000 ",원
파생상품거래손실,2025-03-31,"-744,623,000 ",원
투자자산관련순손익,2025-03-31,"-28,158,407,000 ",원
당기손익-공정가치측정금융자산평가이익,2025-03-31," 52,388,941,000 ",원
당기손익-공정가치측정금융자산처분이익,2025-03-31," 543,203,000 ",원
당기손익-공정가치측정금융자산평가손실,2025-03-31,"-74,806,621,000 ",원
당기손익-공정가치측정금융자산처분손실,2025-03-31,"-6,283,930,000 ",원
종속/관계기업지분관련순손익,2025-03-31," 6,099,351,127 ",원
지분법손익,2025-03-31," 6,099,351,127 ",원
유무형리스자산관련순손익,2025-03-31,"-1,241,440,000 ",원
유형자산처분이익,2025-03-31," 151,254,000 ",원
사용권자산처분이익,2025-03-31," 30,102,000 ",원
유형자산처분손실,2025-03-31,"-1,384,412,000 ",원
유형자산손상차손,2025-03-31,"-25,911,000 ",원
무형자산처분손실,2025-03-31,"-12,473,000 ",원
기타 (+유무형리스자산관련순손익),2025-03-31," 34,237,458,000 ",원
세전손익,2025-03-31," 75,395,420,887 ",원
매출액,2025-06-30," 3,304,570,000,000 ",원
영업이익,2025-06-30," 243,825,000,000 ",원
감가상각비,2025-06-30," 185,127,000,000 ",원
무형자산상각비,2025-06-30," 24,645,387,822 ",원
사용권자산상각비,2025-06-30," 15,670,537,497 ",원
대손상각비,2025-06-30," 1,325,540,986 ",원
퇴직급여,2025-06-30," 42,947,746,773 ",원
EBITDA,2025-06-30," 513,541,000,000 ",원
당기순이익,2025-06-30," 937,321,000,000 ",원
자산총계,2025-06-30," 15,589,700,000,000 ",원
총차입금,2025-06-30," 5,380,520,000,000 ",원
차입금,2025-06-30," 5,225,880,000,000 ",원
리스부채,2025-06-30," 154,643,000,000 ",원
순차입금,2025-06-30," 4,224,740,000,000 ",원
현금및현금성자산,2025-06-30," 781,685,000,000 ",원
단기금융상품,2025-06-30," 374,099,000,000 ",원
영업이익률,2025-06-30,7.40,%
EBITDA/매출액,2025-06-30,15.50,%
EBITDA/이자비용,2025-06-30,3.30,%
이자비용,2025-06-30," 157,799,000,000 ",원
총차입금/EBITDA(배),2025-06-30,5.20,배
순차입금/EBITDA(배),2025-06-30,4.10,배
부채비율,2025-06-30,120.50,%
부채총계,2025-06-30," 8,520,440,000,000 ",원
자본총계,2025-06-30," 7,069,240,000,000 ",원
차입금의존도,2025-06-30,34.50,%
OCF(총영업현금흐름),2025-06-30," 297,353,000,000 ",원
영업활동현금흐름,2025-06-30," 276,313,000,000 ",원
   영업활동으로인한자산ㆍ부채의변동,2025-06-30,"-99,689,427,177 ",원
   이자수취,2025-06-30," 3,429,719,943 ",원
   배당금수취,2025-06-30," 64,352,002,400 ",원
   이자지급,2025-06-30," 146,430,000,000 ",원
(-)운전자본투자,2025-06-30,"-99,689,427,177 ",원
NCF(순영업현금흐름),2025-06-30," 197,664,000,000 ",원
(-)자본적지출,2025-06-30," 140,559,000,000 ",원
   유형자산의 취득,2025-06-30," 138,105,000,000 ",원
   무형자산의 취득,2025-06-30," 2,454,414,842 ",원
(-)배당금지급,2025-06-30," 66,187,539,000 ",원
FCF(잉여현금흐름),2025-06-30," 123,292,000,000 ",원
영업이익,2025-06-30," 243,825,000,000 ",원
이자순손익,2025-06-30,"-147,919,000,000 ",원
이자수익,2025-06-30," 9,880,689,000 ",원
이자비용,2025-06-30,"-157,799,000,000 ",원
배당순손익,2025-06-30," 62,913,241,000 ",원
외환관련순손익,2025-06-30,"-56,780,965,000 ",원
외환차익,2025-06-30," 54,300,228,000 ",원
외화환산이익,2025-06-30," 72,396,163,000 ",원
외환차손,2025-06-30,"-54,318,457,000 ",원
외화환산손실,2025-06-30,"-129,159,000,000 ",원
파생상품관련순손익,2025-06-30," 4,808,096,000 ",원
파생상품평가이익,2025-06-30," 227,476,000 ",원
