기준일,연도,분기,기간표준,사업부,재무계정,상세항목,수치,단위,short_context,keywords,query_text
2024-12-31,2024,Q4,2024 Q4,연결조정,영업이익,영업이익,5085,백만원,2024 Q4 연결조정 영업이익 백만원,2024-12-31 | 2024 | Q4 | 2024 Q4 | 연결조정 | 영업이익 | 백만원,2024년 Q4 연결조정 영업이익 ; 2024 Q4 연결조정 영업이익 ; 2024-12-31 연결조정 영업이익 ; 연결조정 영업이익 백만원
2024-12-31,2024,Q4,2024 Q4,전사(공통),매출액,QoQ(%),1,%,2024 Q4 전사(공통) 매출액 QoQ(%) %,2024-12-31 | 2024 | Q4 | 2024 Q4 | 전사(공통) | 매출액 | QoQ(%) | %,2024년 Q4 전사(공통) 매출액 ; 2024 Q4 전사(공통) 매출액 ; 2024-12-31 전사(공통) 매출액 ; 전사(공통) QoQ(%) ; 전사(공통) 매출액 %
2024-12-31,2024,Q4,2024 Q4,전사(공통),매출액,YoY(%),5,%,2024 Q4 전사(공통) 매출액 YoY(%) %,2024-12-31 | 2024 | Q4 | 2024 Q4 | 전사(공통) | 매출액 | YoY(%) | %,2024년 Q4 전사(공통) 매출액 ; 2024 Q4 전사(공통) 매출액 ; 2024-12-31 전사(공통) 매출액 ; 전사(공통) YoY(%) ; 전사(공통) 매출액 %
2024-12-31,2024,Q4,2024 Q4,전사(공통),매출액,매출액,1657455,백만원,2024 Q4 전사(공통) 매출액 백만원,2024-12-31 | 2024 | Q4 | 2024 Q4 | 전사(공통) | 매출액 | 백만원,2024년 Q4 전사(공통) 매출액 ; 2024 Q4 전사(공통) 매출액 ; 2024-12-31 전사(공통) 매출액 ; 전사(공통) 매출액 백만원
2024-12-31,2024,Q4,2024 Q4,전사(공통),영업이익,QoQ(%),-22,%,2024 Q4 전사(공통) 영업이익 QoQ(%) %,2024-12-31 | 2024 | Q4 | 2024 Q4 | 전사(공통) | 영업이익 | QoQ(%) | %,2024년 Q4 전사(공통) 영업이익 ; 2024 Q4 전사(공통) 영업이익 ; 2024-12-31 전사(공통) 영업이익 ; 전사(공통) QoQ(%) ; 전사(공통) 영업이익 %
2024-12-31,2024,Q4,2024 Q4,전사(공통),영업이익,YoY(%),70,%,2024 Q4 전사(공통) 영업이익 YoY(%) %,2024-12-31 | 2024 | Q4 | 2024 Q4 | 전사(공통) | 영업이익 | YoY(%) | %,2024년 Q4 전사(공통) 영업이익 ; 2024 Q4 전사(공통) 영업이익 ; 2024-12-31 전사(공통) 영업이익 ; 전사(공통) YoY(%) ; 전사(공통) 영업이익 %
2024-12-31,2024,Q4,2024 Q4,전사(공통),영업이익,영업이익,98322,백만원,2024 Q4 전사(공통) 영업이익 백만원,2024-12-31 | 2024 | Q4 | 2024 Q4 | 전사(공통) | 영업이익 | 백만원,2024년 Q4 전사(공통) 영업이익 ; 2024 Q4 전사(공통) 영업이익 ; 2024-12-31 전사(공통) 영업이익 ; 전사(공통) 영업이익 백만원
2024-12-31,2024,Q4,2024 Q4,전사(공통),영업이익,영업이익률(%),6,%,2024 Q4 전사(공통) 영업이익 영업이익률(%) %,2024-12-31 | 2024 | Q4 | 2024 Q4 | 전사(공통) | 영업이익 | 영업이익률(%) | %,2024년 Q4 전사(공통) 영업이익 ; 2024 Q4 전사(공통) 영업이익 ; 2024-12-31 전사(공통) 영업이익 ; 전사(공통) 영업이익률(%) ; 전사(공통) 영업이익 %
2024-12-31,2024,YTD,2024 YTD,건자재,매출액,매출액,1097080,백만원,2024 YTD 건자재 매출액 백만원,2024-12-31 | 2024 | YTD | 2024 YTD | 건자재 | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2024년 누계 건자재 매출액 ; 2024 YTD 건자재 매출액 ; 2024-12-31 기준 건자재 매출액 ; 건자재 매출액 누계
2024-12-31,2024,YTD,2024 YTD,건자재,영업이익,영업이익,173680,백만원,2024 YTD 건자재 영업이익 백만원,2024-12-31 | 2024 | YTD | 2024 YTD | 건자재 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2024년 누계 건자재 영업이익 ; 2024 YTD 건자재 영업이익 ; 2024-12-31 기준 건자재 영업이익 ; 건자재 영업이익 누계
2024-12-31,2024,YTD,2024 YTD,기타,매출액,매출액,630552,백만원,2024 YTD 기타 매출액 백만원,2024-12-31 | 2024 | YTD | 2024 YTD | 기타 | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2024년 누계 기타 매출액 ; 2024 YTD 기타 매출액 ; 2024-12-31 기준 기타 매출액 ; 기타 매출액 누계
2024-12-31,2024,YTD,2024 YTD,기타,영업이익,영업이익,-12950,백만원,2024 YTD 기타 영업이익 백만원,2024-12-31 | 2024 | YTD | 2024 YTD | 기타 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2024년 누계 기타 영업이익 ; 2024 YTD 기타 영업이익 ; 2024-12-31 기준 기타 영업이익 ; 기타 영업이익 누계
2024-12-31,2024,YTD,2024 YTD,도료,매출액,매출액,1935837,백만원,2024 YTD 도료 매출액 백만원,2024-12-31 | 2024 | YTD | 2024 YTD | 도료 | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2024년 누계 도료 매출액 ; 2024 YTD 도료 매출액 ; 2024-12-31 기준 도료 매출액 ; 도료 매출액 누계
2024-12-31,2024,YTD,2024 YTD,도료,영업이익,영업이익,217327,백만원,2024 YTD 도료 영업이익 백만원,2024-12-31 | 2024 | YTD | 2024 YTD | 도료 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2024년 누계 도료 영업이익 ; 2024 YTD 도료 영업이익 ; 2024-12-31 기준 도료 영업이익 ; 도료 영업이익 누계
2024-12-31,2024,YTD,2024 YTD,실리콘,매출액,매출액,2995291,백만원,2024 YTD 실리콘 매출액 백만원,2024-12-31 | 2024 | YTD | 2024 YTD | 실리콘 | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2024년 누계 실리콘 매출액 ; 2024 YTD 실리콘 매출액 ; 2024-12-31 기준 실리콘 매출액 ; 실리콘 매출액 누계
2024-12-31,2024,YTD,2024 YTD,실리콘,영업이익,영업이익,72960,백만원,2024 YTD 실리콘 영업이익 백만원,2024-12-31 | 2024 | YTD | 2024 YTD | 실리콘 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2024년 누계 실리콘 영업이익 ; 2024 YTD 실리콘 영업이익 ; 2024-12-31 기준 실리콘 영업이익 ; 실리콘 영업이익 누계
2024-12-31,2024,YTD,2024 YTD,연결조정,영업이익,영업이익,20099,백만원,2024 YTD 연결조정 영업이익 백만원,2024-12-31 | 2024 | YTD | 2024 YTD | 연결조정 | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2024년 누계 연결조정 영업이익 ; 2024 YTD 연결조정 영업이익 ; 2024-12-31 기준 연결조정 영업이익 ; 연결조정 영업이익 누계
2024-12-31,2024,YTD,2024 YTD,전사(공통),매출액,매출액,6658763,백만원,2024 YTD 전사(공통) 매출액 백만원,2024-12-31 | 2024 | YTD | 2024 YTD | 전사(공통) | 매출액 | 매출액 | 백만원 | 누계 | 연간누계,2024년 누계 전사(공통) 매출액 ; 2024 YTD 전사(공통) 매출액 ; 2024-12-31 기준 전사(공통) 매출액 ; 전사(공통) 매출액 누계
2024-12-31,2024,YTD,2024 YTD,전사(공통),영업이익,영업이익,471119,백만원,2024 YTD 전사(공통) 영업이익 백만원,2024-12-31 | 2024 | YTD | 2024 YTD | 전사(공통) | 영업이익 | 영업이익 | 백만원 | 누계 | 연간누계,2024년 누계 전사(공통) 영업이익 ; 2024 YTD 전사(공통) 영업이익 ; 2024-12-31 기준 전사(공통) 영업이익 ; 전사(공통) 영업이익 누계
2025-03-31,2025,Q1,2025 Q1,건자재,매출액,매출액,232274,백만원,2025 Q1 건자재 매출액 백만원,2025-03-31 | 2025 | Q1 | 2025 Q1 | 건자재 | 매출액 | 백만원,2025년 Q1 건자재 매출액 ; 2025 Q1 건자재 매출액 ; 2025-03-31 건자재 매출액 ; 건자재 매출액 백만원
2025-03-31,2025,Q1,2025 Q1,건자재,영업이익,QoQ(%),-32,%,2025 Q1 건자재 영업이익 QoQ(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 건자재 | 영업이익 | QoQ(%) | %,2025년 Q1 건자재 영업이익 ; 2025 Q1 건자재 영업이익 ; 2025-03-31 건자재 영업이익 ; 건자재 QoQ(%) ; 건자재 영업이익 %
2025-03-31,2025,Q1,2025 Q1,건자재,영업이익,YoY(%),-47,%,2025 Q1 건자재 영업이익 YoY(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 건자재 | 영업이익 | YoY(%) | %,2025년 Q1 건자재 영업이익 ; 2025 Q1 건자재 영업이익 ; 2025-03-31 건자재 영업이익 ; 건자재 YoY(%) ; 건자재 영업이익 %
2025-03-31,2025,Q1,2025 Q1,건자재,영업이익,영업이익,23742,백만원,2025 Q1 건자재 영업이익 백만원,2025-03-31 | 2025 | Q1 | 2025 Q1 | 건자재 | 영업이익 | 백만원,2025년 Q1 건자재 영업이익 ; 2025 Q1 건자재 영업이익 ; 2025-03-31 건자재 영업이익 ; 건자재 영업이익 백만원
2025-03-31,2025,Q1,2025 Q1,건자재,영업이익,영업이익률(%),10,%,2025 Q1 건자재 영업이익 영업이익률(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 건자재 | 영업이익 | 영업이익률(%) | %,2025년 Q1 건자재 영업이익 ; 2025 Q1 건자재 영업이익 ; 2025-03-31 건자재 영업이익 ; 건자재 영업이익률(%) ; 건자재 영업이익 %
2025-03-31,2025,Q1,2025 Q1,기타,매출액,매출액,135378,백만원,2025 Q1 기타 매출액 백만원,2025-03-31 | 2025 | Q1 | 2025 Q1 | 기타 | 매출액 | 백만원,2025년 Q1 기타 매출액 ; 2025 Q1 기타 매출액 ; 2025-03-31 기타 매출액 ; 기타 매출액 백만원
2025-03-31,2025,Q1,2025 Q1,기타,영업이익,영업이익,-4403,백만원,2025 Q1 기타 영업이익 백만원,2025-03-31 | 2025 | Q1 | 2025 Q1 | 기타 | 영업이익 | 백만원,2025년 Q1 기타 영업이익 ; 2025 Q1 기타 영업이익 ; 2025-03-31 기타 영업이익 ; 기타 영업이익 백만원
2025-03-31,2025,Q1,2025 Q1,기타,영업이익,영업이익률(%),-3,%,2025 Q1 기타 영업이익 영업이익률(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 기타 | 영업이익 | 영업이익률(%) | %,2025년 Q1 기타 영업이익 ; 2025 Q1 기타 영업이익 ; 2025-03-31 기타 영업이익 ; 기타 영업이익률(%) ; 기타 영업이익 %
2025-03-31,2025,Q1,2025 Q1,도료,매출액,매출액,457571,백만원,2025 Q1 도료 매출액 백만원,2025-03-31 | 2025 | Q1 | 2025 Q1 | 도료 | 매출액 | 백만원,2025년 Q1 도료 매출액 ; 2025 Q1 도료 매출액 ; 2025-03-31 도료 매출액 ; 도료 매출액 백만원
2025-03-31,2025,Q1,2025 Q1,도료,영업이익,QoQ(%),41,%,2025 Q1 도료 영업이익 QoQ(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 도료 | 영업이익 | QoQ(%) | %,2025년 Q1 도료 영업이익 ; 2025 Q1 도료 영업이익 ; 2025-03-31 도료 영업이익 ; 도료 QoQ(%) ; 도료 영업이익 %
2025-03-31,2025,Q1,2025 Q1,도료,영업이익,YoY(%),2,%,2025 Q1 도료 영업이익 YoY(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 도료 | 영업이익 | YoY(%) | %,2025년 Q1 도료 영업이익 ; 2025 Q1 도료 영업이익 ; 2025-03-31 도료 영업이익 ; 도료 YoY(%) ; 도료 영업이익 %
2025-03-31,2025,Q1,2025 Q1,도료,영업이익,영업이익,55922,백만원,2025 Q1 도료 영업이익 백만원,2025-03-31 | 2025 | Q1 | 2025 Q1 | 도료 | 영업이익 | 백만원,2025년 Q1 도료 영업이익 ; 2025 Q1 도료 영업이익 ; 2025-03-31 도료 영업이익 ; 도료 영업이익 백만원
2025-03-31,2025,Q1,2025 Q1,도료,영업이익,영업이익률(%),12,%,2025 Q1 도료 영업이익 영업이익률(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 도료 | 영업이익 | 영업이익률(%) | %,2025년 Q1 도료 영업이익 ; 2025 Q1 도료 영업이익 ; 2025-03-31 도료 영업이익 ; 도료 영업이익률(%) ; 도료 영업이익 %
2025-03-31,2025,Q1,2025 Q1,실리콘,매출액,매출액,774082,백만원,2025 Q1 실리콘 매출액 백만원,2025-03-31 | 2025 | Q1 | 2025 Q1 | 실리콘 | 매출액 | 백만원,2025년 Q1 실리콘 매출액 ; 2025 Q1 실리콘 매출액 ; 2025-03-31 실리콘 매출액 ; 실리콘 매출액 백만원
2025-03-31,2025,Q1,2025 Q1,실리콘,영업이익,QoQ(%),-21,%,2025 Q1 실리콘 영업이익 QoQ(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 실리콘 | 영업이익 | QoQ(%) | %,2025년 Q1 실리콘 영업이익 ; 2025 Q1 실리콘 영업이익 ; 2025-03-31 실리콘 영업이익 ; 실리콘 QoQ(%) ; 실리콘 영업이익 %
2025-03-31,2025,Q1,2025 Q1,실리콘,영업이익,YoY(%),651,%,2025 Q1 실리콘 영업이익 YoY(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 실리콘 | 영업이익 | YoY(%) | %,2025년 Q1 실리콘 영업이익 ; 2025 Q1 실리콘 영업이익 ; 2025-03-31 실리콘 영업이익 ; 실리콘 YoY(%) ; 실리콘 영업이익 %
2025-03-31,2025,Q1,2025 Q1,실리콘,영업이익,영업이익,20597,백만원,2025 Q1 실리콘 영업이익 백만원,2025-03-31 | 2025 | Q1 | 2025 Q1 | 실리콘 | 영업이익 | 백만원,2025년 Q1 실리콘 영업이익 ; 2025 Q1 실리콘 영업이익 ; 2025-03-31 실리콘 영업이익 ; 실리콘 영업이익 백만원
2025-03-31,2025,Q1,2025 Q1,실리콘,영업이익,영업이익률(%),3,%,2025 Q1 실리콘 영업이익 영업이익률(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 실리콘 | 영업이익 | 영업이익률(%) | %,2025년 Q1 실리콘 영업이익 ; 2025 Q1 실리콘 영업이익 ; 2025-03-31 실리콘 영업이익 ; 실리콘 영업이익률(%) ; 실리콘 영업이익 %
2025-03-31,2025,Q1,2025 Q1,연결조정,영업이익,영업이익,7586,백만원,2025 Q1 연결조정 영업이익 백만원,2025-03-31 | 2025 | Q1 | 2025 Q1 | 연결조정 | 영업이익 | 백만원,2025년 Q1 연결조정 영업이익 ; 2025 Q1 연결조정 영업이익 ; 2025-03-31 연결조정 영업이익 ; 연결조정 영업이익 백만원
2025-03-31,2025,Q1,2025 Q1,전사(공통),매출액,QoQ(%),-4,%,2025 Q1 전사(공통) 매출액 QoQ(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 전사(공통) | 매출액 | QoQ(%) | %,2025년 Q1 전사(공통) 매출액 ; 2025 Q1 전사(공통) 매출액 ; 2025-03-31 전사(공통) 매출액 ; 전사(공통) QoQ(%) ; 전사(공통) 매출액 %
2025-03-31,2025,Q1,2025 Q1,전사(공통),매출액,YoY(%),1,%,2025 Q1 전사(공통) 매출액 YoY(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 전사(공통) | 매출액 | YoY(%) | %,2025년 Q1 전사(공통) 매출액 ; 2025 Q1 전사(공통) 매출액 ; 2025-03-31 전사(공통) 매출액 ; 전사(공통) YoY(%) ; 전사(공통) 매출액 %
2025-03-31,2025,Q1,2025 Q1,전사(공통),매출액,매출액,1599305,백만원,2025 Q1 전사(공통) 매출액 백만원,2025-03-31 | 2025 | Q1 | 2025 Q1 | 전사(공통) | 매출액 | 백만원,2025년 Q1 전사(공통) 매출액 ; 2025 Q1 전사(공통) 매출액 ; 2025-03-31 전사(공통) 매출액 ; 전사(공통) 매출액 백만원
2025-03-31,2025,Q1,2025 Q1,전사(공통),영업이익,QoQ(%),5,%,2025 Q1 전사(공통) 영업이익 QoQ(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 전사(공통) | 영업이익 | QoQ(%) | %,2025년 Q1 전사(공통) 영업이익 ; 2025 Q1 전사(공통) 영업이익 ; 2025-03-31 전사(공통) 영업이익 ; 전사(공통) QoQ(%) ; 전사(공통) 영업이익 %
2025-03-31,2025,Q1,2025 Q1,전사(공통),영업이익,YoY(%),-3,%,2025 Q1 전사(공통) 영업이익 YoY(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 전사(공통) | 영업이익 | YoY(%) | %,2025년 Q1 전사(공통) 영업이익 ; 2025 Q1 전사(공통) 영업이익 ; 2025-03-31 전사(공통) 영업이익 ; 전사(공통) YoY(%) ; 전사(공통) 영업이익 %
2025-03-31,2025,Q1,2025 Q1,전사(공통),영업이익,영업이익,103444,백만원,2025 Q1 전사(공통) 영업이익 백만원,2025-03-31 | 2025 | Q1 | 2025 Q1 | 전사(공통) | 영업이익 | 백만원,2025년 Q1 전사(공통) 영업이익 ; 2025 Q1 전사(공통) 영업이익 ; 2025-03-31 전사(공통) 영업이익 ; 전사(공통) 영업이익 백만원
2025-03-31,2025,Q1,2025 Q1,전사(공통),영업이익,영업이익률(%),6,%,2025 Q1 전사(공통) 영업이익 영업이익률(%) %,2025-03-31 | 2025 | Q1 | 2025 Q1 | 전사(공통) | 영업이익 | 영업이익률(%) | %,2025년 Q1 전사(공통) 영업이익 ; 2025 Q1 전사(공통) 영업이익 ; 2025-03-31 전사(공통) 영업이익 ; 전사(공통) 영업이익률(%) ; 전사(공통) 영업이익 %
2025-06-30,2025,Q2,2025 Q2,건자재,매출액,매출액,251894,백만원,2025 Q2 건자재 매출액 백만원,2025-06-30 | 2025 | Q2 | 2025 Q2 | 건자재 | 매출액 | 백만원,2025년 Q2 건자재 매출액 ; 2025 Q2 건자재 매출액 ; 2025-06-30 건자재 매출액 ; 건자재 매출액 백만원
2025-06-30,2025,Q2,2025 Q2,건자재,영업이익,QoQ(%),34,%,2025 Q2 건자재 영업이익 QoQ(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 건자재 | 영업이익 | QoQ(%) | %,2025년 Q2 건자재 영업이익 ; 2025 Q2 건자재 영업이익 ; 2025-06-30 건자재 영업이익 ; 건자재 QoQ(%) ; 건자재 영업이익 %
2025-06-30,2025,Q2,2025 Q2,건자재,영업이익,YoY(%),-40,%,2025 Q2 건자재 영업이익 YoY(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 건자재 | 영업이익 | YoY(%) | %,2025년 Q2 건자재 영업이익 ; 2025 Q2 건자재 영업이익 ; 2025-06-30 건자재 영업이익 ; 건자재 YoY(%) ; 건자재 영업이익 %
2025-06-30,2025,Q2,2025 Q2,건자재,영업이익,영업이익,31920,백만원,2025 Q2 건자재 영업이익 백만원,2025-06-30 | 2025 | Q2 | 2025 Q2 | 건자재 | 영업이익 | 백만원,2025년 Q2 건자재 영업이익 ; 2025 Q2 건자재 영업이익 ; 2025-06-30 건자재 영업이익 ; 건자재 영업이익 백만원
2025-06-30,2025,Q2,2025 Q2,건자재,영업이익,영업이익률(%),13,%,2025 Q2 건자재 영업이익 영업이익률(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 건자재 | 영업이익 | 영업이익률(%) | %,2025년 Q2 건자재 영업이익 ; 2025 Q2 건자재 영업이익 ; 2025-06-30 건자재 영업이익 ; 건자재 영업이익률(%) ; 건자재 영업이익 %
2025-06-30,2025,Q2,2025 Q2,기타,매출액,매출액,138479,백만원,2025 Q2 기타 매출액 백만원,2025-06-30 | 2025 | Q2 | 2025 Q2 | 기타 | 매출액 | 백만원,2025년 Q2 기타 매출액 ; 2025 Q2 기타 매출액 ; 2025-06-30 기타 매출액 ; 기타 매출액 백만원
2025-06-30,2025,Q2,2025 Q2,기타,영업이익,영업이익,-911,백만원,2025 Q2 기타 영업이익 백만원,2025-06-30 | 2025 | Q2 | 2025 Q2 | 기타 | 영업이익 | 백만원,2025년 Q2 기타 영업이익 ; 2025 Q2 기타 영업이익 ; 2025-06-30 기타 영업이익 ; 기타 영업이익 백만원
2025-06-30,2025,Q2,2025 Q2,기타,영업이익,영업이익률(%),-1,%,2025 Q2 기타 영업이익 영업이익률(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 기타 | 영업이익 | 영업이익률(%) | %,2025년 Q2 기타 영업이익 ; 2025 Q2 기타 영업이익 ; 2025-06-30 기타 영업이익 ; 기타 영업이익률(%) ; 기타 영업이익 %
2025-06-30,2025,Q2,2025 Q2,도료,매출액,매출액,518103,백만원,2025 Q2 도료 매출액 백만원,2025-06-30 | 2025 | Q2 | 2025 Q2 | 도료 | 매출액 | 백만원,2025년 Q2 도료 매출액 ; 2025 Q2 도료 매출액 ; 2025-06-30 도료 매출액 ; 도료 매출액 백만원
2025-06-30,2025,Q2,2025 Q2,도료,영업이익,QoQ(%),16,%,2025 Q2 도료 영업이익 QoQ(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 도료 | 영업이익 | QoQ(%) | %,2025년 Q2 도료 영업이익 ; 2025 Q2 도료 영업이익 ; 2025-06-30 도료 영업이익 ; 도료 QoQ(%) ; 도료 영업이익 %
2025-06-30,2025,Q2,2025 Q2,도료,영업이익,YoY(%),-2,%,2025 Q2 도료 영업이익 YoY(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 도료 | 영업이익 | YoY(%) | %,2025년 Q2 도료 영업이익 ; 2025 Q2 도료 영업이익 ; 2025-06-30 도료 영업이익 ; 도료 YoY(%) ; 도료 영업이익 %
2025-06-30,2025,Q2,2025 Q2,도료,영업이익,영업이익,64672,백만원,2025 Q2 도료 영업이익 백만원,2025-06-30 | 2025 | Q2 | 2025 Q2 | 도료 | 영업이익 | 백만원,2025년 Q2 도료 영업이익 ; 2025 Q2 도료 영업이익 ; 2025-06-30 도료 영업이익 ; 도료 영업이익 백만원
2025-06-30,2025,Q2,2025 Q2,도료,영업이익,영업이익률(%),12,%,2025 Q2 도료 영업이익 영업이익률(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 도료 | 영업이익 | 영업이익률(%) | %,2025년 Q2 도료 영업이익 ; 2025 Q2 도료 영업이익 ; 2025-06-30 도료 영업이익 ; 도료 영업이익률(%) ; 도료 영업이익 %
2025-06-30,2025,Q2,2025 Q2,실리콘,매출액,매출액,796788,백만원,2025 Q2 실리콘 매출액 백만원,2025-06-30 | 2025 | Q2 | 2025 Q2 | 실리콘 | 매출액 | 백만원,2025년 Q2 실리콘 매출액 ; 2025 Q2 실리콘 매출액 ; 2025-06-30 실리콘 매출액 ; 실리콘 매출액 백만원
2025-06-30,2025,Q2,2025 Q2,실리콘,영업이익,QoQ(%),99,%,2025 Q2 실리콘 영업이익 QoQ(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 실리콘 | 영업이익 | QoQ(%) | %,2025년 Q2 실리콘 영업이익 ; 2025 Q2 실리콘 영업이익 ; 2025-06-30 실리콘 영업이익 ; 실리콘 QoQ(%) ; 실리콘 영업이익 %
2025-06-30,2025,Q2,2025 Q2,실리콘,영업이익,YoY(%),122,%,2025 Q2 실리콘 영업이익 YoY(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 실리콘 | 영업이익 | YoY(%) | %,2025년 Q2 실리콘 영업이익 ; 2025 Q2 실리콘 영업이익 ; 2025-06-30 실리콘 영업이익 ; 실리콘 YoY(%) ; 실리콘 영업이익 %
2025-06-30,2025,Q2,2025 Q2,실리콘,영업이익,영업이익,40893,백만원,2025 Q2 실리콘 영업이익 백만원,2025-06-30 | 2025 | Q2 | 2025 Q2 | 실리콘 | 영업이익 | 백만원,2025년 Q2 실리콘 영업이익 ; 2025 Q2 실리콘 영업이익 ; 2025-06-30 실리콘 영업이익 ; 실리콘 영업이익 백만원
2025-06-30,2025,Q2,2025 Q2,실리콘,영업이익,영업이익률(%),5,%,2025 Q2 실리콘 영업이익 영업이익률(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 실리콘 | 영업이익 | 영업이익률(%) | %,2025년 Q2 실리콘 영업이익 ; 2025 Q2 실리콘 영업이익 ; 2025-06-30 실리콘 영업이익 ; 실리콘 영업이익률(%) ; 실리콘 영업이익 %
2025-06-30,2025,Q2,2025 Q2,연결조정,영업이익,영업이익,3807,백만원,2025 Q2 연결조정 영업이익 백만원,2025-06-30 | 2025 | Q2 | 2025 Q2 | 연결조정 | 영업이익 | 백만원,2025년 Q2 연결조정 영업이익 ; 2025 Q2 연결조정 영업이익 ; 2025-06-30 연결조정 영업이익 ; 연결조정 영업이익 백만원
2025-06-30,2025,Q2,2025 Q2,전사(공통),매출액,QoQ(%),7,%,2025 Q2 전사(공통) 매출액 QoQ(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 전사(공통) | 매출액 | QoQ(%) | %,2025년 Q2 전사(공통) 매출액 ; 2025 Q2 전사(공통) 매출액 ; 2025-06-30 전사(공통) 매출액 ; 전사(공통) QoQ(%) ; 전사(공통) 매출액 %
2025-06-30,2025,Q2,2025 Q2,전사(공통),매출액,YoY(%),-4,%,2025 Q2 전사(공통) 매출액 YoY(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 전사(공통) | 매출액 | YoY(%) | %,2025년 Q2 전사(공통) 매출액 ; 2025 Q2 전사(공통) 매출액 ; 2025-06-30 전사(공통) 매출액 ; 전사(공통) YoY(%) ; 전사(공통) 매출액 %
2025-06-30,2025,Q2,2025 Q2,전사(공통),매출액,매출액,1705264,백만원,2025 Q2 전사(공통) 매출액 백만원,2025-06-30 | 2025 | Q2 | 2025 Q2 | 전사(공통) | 매출액 | 백만원,2025년 Q2 전사(공통) 매출액 ; 2025 Q2 전사(공통) 매출액 ; 2025-06-30 전사(공통) 매출액 ; 전사(공통) 매출액 백만원
2025-06-30,2025,Q2,2025 Q2,전사(공통),영업이익,QoQ(%),36,%,2025 Q2 전사(공통) 영업이익 QoQ(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 전사(공통) | 영업이익 | QoQ(%) | %,2025년 Q2 전사(공통) 영업이익 ; 2025 Q2 전사(공통) 영업이익 ; 2025-06-30 전사(공통) 영업이익 ; 전사(공통) QoQ(%) ; 전사(공통) 영업이익 %
2025-06-30,2025,Q2,2025 Q2,전사(공통),영업이익,YoY(%),0,%,2025 Q2 전사(공통) 영업이익 YoY(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 전사(공통) | 영업이익 | YoY(%) | %,2025년 Q2 전사(공통) 영업이익 ; 2025 Q2 전사(공통) 영업이익 ; 2025-06-30 전사(공통) 영업이익 ; 전사(공통) YoY(%) ; 전사(공통) 영업이익 %
2025-06-30,2025,Q2,2025 Q2,전사(공통),영업이익,영업이익,140381,백만원,2025 Q2 전사(공통) 영업이익 백만원,2025-06-30 | 2025 | Q2 | 2025 Q2 | 전사(공통) | 영업이익 | 백만원,2025년 Q2 전사(공통) 영업이익 ; 2025 Q2 전사(공통) 영업이익 ; 2025-06-30 전사(공통) 영업이익 ; 전사(공통) 영업이익 백만원
2025-06-30,2025,Q2,2025 Q2,전사(공통),영업이익,영업이익률(%),8,%,2025 Q2 전사(공통) 영업이익 영업이익률(%) %,2025-06-30 | 2025 | Q2 | 2025 Q2 | 전사(공통) | 영업이익 | 영업이익률(%) | %,2025년 Q2 전사(공통) 영업이익 ; 2025 Q2 전사(공통) 영업이익 ; 2025-06-30 전사(공통) 영업이익 ; 전사(공통) 영업이익률(%) ; 전사(공통) 영업이익 %
