재무계정,사업부,상세항목,기간,수치,단위
당기순이익,전사(공통),당기순이익,2024-12-31,-61617961.363000035,천원
당기순이익,전사(공통),지배순이익,2024-12-31,-63366934.363999963,천원
매출액,전사(공통),매출액,2025-03-31,1599305256,천원
매출액,전사(공통),QoQ(%),2025-03-31,-3.51,%
매출액,전사(공통),YoY(%),2025-03-31,0.69,%
매출액,실리콘,매출액,2025-03-31,774082345,천원
매출액,건자재,매출액,2025-03-31,232274241,천원
매출액,도료,매출액,2025-03-31,457570876,천원
매출액,기타,매출액,2025-03-31,135377794,천원
영업이익,전사(공통),영업이익,2025-03-31,103443841,천원
영업이익,전사(공통),영업이익률(%),2025-03-31,6.47,%
영업이익,전사(공통),QoQ(%),2025-03-31,5.21,%
영업이익,전사(공통),YoY(%),2025-03-31,-3.24,%
영업이익,실리콘,영업이익,2025-03-31,20596784,천원
영업이익,실리콘,영업이익률(%),2025-03-31,2.66,%
영업이익,실리콘,QoQ(%),2025-03-31,-20.52,%
영업이익,실리콘,YoY(%),2025-03-31,651.32,%
영업이익,건자재,영업이익,2025-03-31,23742018,천원
영업이익,건자재,영업이익률(%),2025-03-31,10.22,%
영업이익,건자재,QoQ(%),2025-03-31,-32.01,%
영업이익,건자재,YoY(%),2025-03-31,-46.58,%
영업이익,도료,영업이익,2025-03-31,55921916,천원
영업이익,도료,영업이익률(%),2025-03-31,12.22,%
영업이익,도료,QoQ(%),2025-03-31,41.28,%
영업이익,도료,YoY(%),2025-03-31,2.38,%
영업이익,기타,영업이익,2025-03-31,-4403043,천원
영업이익,기타,영업이익률(%),2025-03-31,-3.25,%
영업이익,연결조정,영업이익,2025-03-31,7586166,천원
당기순이익,전사(공통),당기순이익,2025-03-31,44050087,천원
당기순이익,전사(공통),당기순익률(%),2025-03-31,2.75,%
당기순이익,전사(공통),QoQ(%),2025-03-31,-147.31,%
당기순이익,전사(공통),당기순이익,2025-03-31,-78986757,천원
당기순이익,전사(공통),지배순이익,2025-03-31,-78986757,천원
당기순이익,전사(공통),당기순이익,2025-03-31,123036844,천원
당기순이익,전사(공통),매출액(기종속),2025-03-31,825222911,천원
당기순이익,전사(공통),영업이익(기종속),2025-03-31,82847057,천원
당기순이익,전사(공통),실리콘(매출액),2025-03-31,774082345,천원
당기순이익,전사(공통),실리콘매출비중,2025-03-31,0.48401163073523973,천원
당기순이익,전사(공통),실리콘매출비중(1H),2025-03-31,0.45644739954720803,천원
매출액,전사(공통),매출액,2025-06-30,1705263968,천원
매출액,전사(공통),QoQ(%),2025-06-30,6.63,%
매출액,전사(공통),YoY(%),2025-06-30,-4.13,%
매출액,실리콘,매출액,2025-06-30,796787815,천원
매출액,건자재,매출액,2025-06-30,251893848,천원
매출액,도료,매출액,2025-06-30,518103250,천원
매출액,기타,매출액,2025-06-30,138479055,천원
영업이익,전사(공통),영업이익,2025-06-30,140380693,천원
영업이익,전사(공통),영업이익률(%),2025-06-30,8.23,%
영업이익,전사(공통),QoQ(%),2025-06-30,35.71,%
영업이익,전사(공통),YoY(%),2025-06-30,-0.13,%
영업이익,실리콘,영업이익,2025-06-30,40892888,천원
영업이익,실리콘,영업이익률(%),2025-06-30,5.13,%
영업이익,실리콘,QoQ(%),2025-06-30,98.54,%
영업이익,실리콘,YoY(%),2025-06-30,122.18,%
영업이익,건자재,영업이익,2025-06-30,31919826,천원
영업이익,건자재,영업이익률(%),2025-06-30,12.67,%
영업이익,건자재,QoQ(%),2025-06-30,34.44,%
영업이익,건자재,YoY(%),2025-06-30,-40.35,%
영업이익,도료,영업이익,2025-06-30,64671720,천원
영업이익,도료,영업이익률(%),2025-06-30,12.48,%
영업이익,도료,QoQ(%),2025-06-30,15.65,%
영업이익,도료,YoY(%),2025-06-30,-2.14,%
영업이익,기타,영업이익,2025-06-30,-910767,천원
영업이익,기타,영업이익률(%),2025-06-30,-0.66,%
영업이익,연결조정,영업이익,2025-06-30,3807026,천원
당기순이익,전사(공통),당기순이익,2025-06-30,893270715,천원
당기순이익,전사(공통),당기순익률(%),2025-06-30,52.38,%
당기순이익,전사(공통),QoQ(%),2025-06-30,1927.85,%
당기순이익,전사(공통),당기순이익,2025-06-30,-48852403,천원
당기순이익,전사(공통),지배순이익,2025-06-30,893270715,천원
당기순이익,전사(공통),당기순이익,2025-06-30,942123118,천원
당기순이익,전사(공통),매출액(기종속),2025-06-30,908476153,천원
당기순이익,전사(공통),영업이익(기종속),2025-06-30,99487805,천원
당기순이익,전사(공통),실리콘(매출액),2025-06-30,796787815,천원
당기순이익,전사(공통),실리콘매출비중,2025-06-30,0.46725189176107662,천원
당기순이익,전사(공통),실리콘매출비중(1H),2025-06-30,0.4753630665659192,천원
매출액,전사(공통),매출액,2025-09-30,1622832530,천원
매출액,전사(공통),QoQ(%),2025-09-30,-4.83,%
매출액,전사(공통),YoY(%),2025-09-30,-0.7,%
매출액,실리콘,매출액,2025-09-30,749083533,천원
매출액,건자재,매출액,2025-09-30,246977334,천원
매출액,도료,매출액,2025-09-30,482817508,천원
매출액,기타,매출액,2025-09-30,143954155,천원
영업이익,전사(공통),영업이익,2025-09-30,117263554,천원
영업이익,전사(공통),영업이익률(%),2025-09-30,7.23,%
영업이익,전사(공통),QoQ(%),2025-09-30,-16.47,%
영업이익,전사(공통),YoY(%),2025-09-30,-6.44,%
영업이익,실리콘,영업이익,2025-09-30,21408201,천원
영업이익,실리콘,영업이익률(%),2025-09-30,2.86,%
영업이익,실리콘,QoQ(%),2025-09-30,-47.65,%
영업이익,실리콘,YoY(%),2025-09-30,-17.35,%
영업이익,건자재,영업이익,2025-09-30,33461540,천원
영업이익,건자재,영업이익률(%),2025-09-30,13.55,%
영업이익,건자재,QoQ(%),2025-09-30,4.83,%
영업이익,건자재,YoY(%),2025-09-30,-18.0,%
영업이익,도료,영업이익,2025-09-30,56957811,천원
영업이익,도료,영업이익률(%),2025-09-30,11.8,%
영업이익,도료,QoQ(%),2025-09-30,-11.93,%
영업이익,도료,YoY(%),2025-09-30,-0.15,%
영업이익,기타,영업이익,2025-09-30,-274820,천원
영업이익,기타,영업이익률(%),2025-09-30,-0.19,%
영업이익,연결조정,영업이익,2025-09-30,5710822,천원
당기순이익,전사(공통),당기순이익,2025-09-30,326338464,천원
당기순이익,전사(공통),당기순익률(%),2025-09-30,20.11,%
당기순이익,전사(공통),QoQ(%),2025-09-30,-63.47,%
당기순이익,전사(공통),당기순이익,2025-09-30,-53874828,천원
당기순이익,전사(공통),지배순이익,2025-09-30,326338464,천원
당기순이익,전사(공통),당기순이익,2025-09-30,380213292,천원
당기순이익,전사(공통),매출액(기종속),2025-09-30,873748997,천원
당기순이익,전사(공통),영업이익(기종속),2025-09-30,95855353,천원
당기순이익,전사(공통),실리콘(매출액),2025-09-30,749083533,천원
당기순이익,전사(공통),실리콘매출비중,2025-09-30,0.46159016358884547,천원
당기순이익,전사(공통),실리콘매출비중(1H),2025-09-30,0.46449114348967413,천원
매출액,전사(공통),매출액,2025-12-31,1556417732,천원
매출액,전사(공통),QoQ(%),2025-12-31,-4.09,%
매출액,전사(공통),YoY(%),2025-12-31,-6.1,%
매출액,실리콘,매출액,2025-12-31,747174430,천원
매출액,건자재,매출액,2025-12-31,235435851,천원
매출액,도료,매출액,2025-12-31,451336679,천원
매출액,기타,매출액,2025-12-31,122470772,천원
영업이익,전사(공통),영업이익,2025-12-31,66527029,천원
영업이익,전사(공통),영업이익률(%),2025-12-31,4.27,%
영업이익,전사(공통),QoQ(%),2025-12-31,-43.27,%
영업이익,전사(공통),YoY(%),2025-12-31,-32.34,%
영업이익,실리콘,영업이익,2025-12-31,-1844811,천원
영업이익,실리콘,영업이익률(%),2025-12-31,-0.25,%
영업이익,건자재,영업이익,2025-12-31,25971615,천원
영업이익,건자재,영업이익률(%),2025-12-31,11.03,%
영업이익,건자재,QoQ(%),2025-12-31,-22.38,%
영업이익,건자재,YoY(%),2025-12-31,-25.63,%
영업이익,도료,영업이익,2025-12-31,41890365,천원
영업이익,도료,영업이익률(%),2025-12-31,9.28,%
영업이익,도료,QoQ(%),2025-12-31,-26.45,%
영업이익,도료,YoY(%),2025-12-31,5.83,%
영업이익,기타,영업이익,2025-12-31,-5264941,천원
영업이익,기타,영업이익률(%),2025-12-31,-4.3,%
영업이익,연결조정,영업이익,2025-12-31,5774801,천원
당기순이익,전사(공통),당기순이익,2025-12-31,280446287,천원
당기순이익,전사(공통),당기순익률(%),2025-12-31,18.02,%
당기순이익,전사(공통),QoQ(%),2025-12-31,-14.06,%
당기순이익,전사(공통),당기순이익,2025-12-31,-374794216,천원
당기순이익,전사(공통),지배순이익,2025-12-31,-374794216,천원
당기순이익,전사(공통),당기순이익,2025-12-31,655240503,천원
당기순이익,전사(공통),매출액(기종속),2025-12-31,809243302,천원
당기순이익,전사(공통),영업이익(기종속),2025-12-31,68371840,천원
당기순이익,전사(공통),실리콘(매출액),2025-12-31,747174430,천원
당기순이익,전사(공통),실리콘매출비중,2025-12-31,0.48006034282318238,천원
당기순이익,전사(공통),실리콘매출비중(1H),2025-12-31,0.47063233142858507,천원
