data_type,account_name,date,year,quarter,value_raw
재무상태표,자산총계,2025-06-30,2025,Q2,"12,855,841,395,704"
재무상태표,부채,2025-06-30,2025,Q2,
재무상태표,유동부채,2025-06-30,2025,Q2,"2,058,958,739,139"
재무상태표,매입채무,2025-06-30,2025,Q2,"262,388,698,098"
재무상태표,매입채무 및 기타유동채무,2025-06-30,2025,Q2,
재무상태표,기타부채,2025-06-30,2025,Q2,"512,199,767,133"
재무상태표,단기차입금,2025-06-30,2025,Q2,"769,309,885,933"
재무상태표,유동성장기차입금,2025-06-30,2025,Q2,
재무상태표,유동성사채,2025-06-30,2025,Q2,"469,645,831,017"
재무상태표,유동파생상품부채,2025-06-30,2025,Q2,
재무상태표,유동충당부채,2025-06-30,2025,Q2,"2,678,536,313"
재무상태표,기타유동금융부채,2025-06-30,2025,Q2,
재무상태표,미지급법인세,2025-06-30,2025,Q2,"42,736,020,645"
재무상태표,소유주분배예정부채집단,2025-06-30,2025,Q2,
재무상태표,비유동부채,2025-06-30,2025,Q2,"2,959,819,867,837"
재무상태표,장기차입금,2025-06-30,2025,Q2,"644,734,871,850"
재무상태표,비유동사채,2025-06-30,2025,Q2,"1,287,383,693,949"
재무상태표,기타부채,2025-06-30,2025,Q2,"85,802,350,654"
재무상태표,기타비유동금융부채,2025-06-30,2025,Q2,
재무상태표,순확정급여부채,2025-06-30,2025,Q2,
재무상태표,기타장기종업원급여부채,2025-06-30,2025,Q2,"7,247,136,694"
재무상태표,비유동충당부채,2025-06-30,2025,Q2,"951,274,688"
재무상태표,이연법인세부채,2025-06-30,2025,Q2,"931,221,707,718"
재무상태표,종업원급여부채,2025-06-30,2025,Q2,"2,478,832,284"
재무상태표,부채총계,2025-06-30,2025,Q2,"5,018,778,606,976"
재무상태표,자본,2025-06-30,2025,Q2,
재무상태표,자본금,2025-06-30,2025,Q2,"48,084,660,000"
재무상태표,자본잉여금,2025-06-30,2025,Q2,"553,070,812,612"
재무상태표,자본조정,2025-06-30,2025,Q2,"-304,846,768,510"
재무상태표,기타포괄손익누계액,2025-06-30,2025,Q2,"652,205,155,322"
재무상태표,이익잉여금,2025-06-30,2025,Q2,"6,888,548,929,304"
재무상태표,자본총계,2025-06-30,2025,Q2,"7,837,062,788,728"
재무상태표,부채및자본총계,2025-06-30,2025,Q2,"12,855,841,395,704"
재무상태표,nan,2025-06-30,2025,Q2,
재무상태표,"검증1 (부채, 자본)",2025-06-30,2025,Q2,TRUE
재무상태표,검증2 (자산),2025-06-30,2025,Q2,TRUE
재무상태표,nan,2025-06-30,2025,Q2,
재무상태표,nan,2025-06-30,2025,Q2,
재무상태표,자산,2025-09-30,2025,Q3,
재무상태표,유동자산,2025-09-30,2025,Q3,"2,021,694,729,990"
재무상태표,현금및현금성자산,2025-09-30,2025,Q3,"684,640,214,515"
재무상태표,단기금융상품,2025-09-30,2025,Q3,"194,776,672,418"
재무상태표,매출채권,2025-09-30,2025,Q3,"579,219,855,662"
재무상태표,기타채권,2025-09-30,2025,Q3,"60,597,376,662"
재무상태표,매출채권 및 기타유동채권,2025-09-30,2025,Q3,
재무상태표,선급금,2025-09-30,2025,Q3,"2,722,442,805"
재무상태표,선급비용,2025-09-30,2025,Q3,"5,304,903,512"
재무상태표,기타유동금융자산,2025-09-30,2025,Q3,"1,439,780,647"
재무상태표,미수법인세환급액,2025-09-30,2025,Q3,
재무상태표,재고자산,2025-09-30,2025,Q3,"492,993,483,769"
재무상태표,매각예정분류자산,2025-09-30,2025,Q3,
재무상태표,소유주분배예정자산집단,2025-09-30,2025,Q3,
재무상태표,비유동자산,2025-09-30,2025,Q3,"12,283,419,771,491"
재무상태표,장기매출채권,2025-09-30,2025,Q3,"691,766,551"
재무상태표,장기매출채권 및 기타비유동채권,2025-09-30,2025,Q3,
재무상태표,기타채권,2025-09-30,2025,Q3,"38,872,914,471"
재무상태표,기타비유동금융자산,2025-09-30,2025,Q3,"4,530,146,416,355"
재무상태표,관계기업 및 공동기업투자,2025-09-30,2025,Q3,"258,624,907,393"
재무상태표,종속기업투자,2025-09-30,2025,Q3,"3,942,791,063,162"
재무상태표,사용권자산,2025-09-30,2025,Q3,"28,216,982,888"
재무상태표,유형자산,2025-09-30,2025,Q3,"2,360,733,573,821"
재무상태표,무형자산,2025-09-30,2025,Q3,"6,608,955,782"
재무상태표,투자부동산,2025-09-30,2025,Q3,"1,116,733,191,068"
재무상태표,순확정급여자산,2025-09-30,2025,Q3,
재무상태표,자산총계,2025-09-30,2025,Q3,"14,305,114,501,481"
재무상태표,부채,2025-09-30,2025,Q3,
재무상태표,유동부채,2025-09-30,2025,Q3,"3,057,296,725,529"
재무상태표,매입채무,2025-09-30,2025,Q3,"249,827,949,472"
재무상태표,매입채무 및 기타유동채무,2025-09-30,2025,Q3,
재무상태표,기타부채,2025-09-30,2025,Q3,"513,352,532,833"
재무상태표,단기차입금,2025-09-30,2025,Q3,"780,302,687,713"
재무상태표,유동성장기차입금,2025-09-30,2025,Q3,
재무상태표,유동성사채,2025-09-30,2025,Q3,"1,170,380,851,575"
재무상태표,유동파생상품부채,2025-09-30,2025,Q3,
재무상태표,유동충당부채,2025-09-30,2025,Q3,"2,677,775,681"
재무상태표,기타유동금융부채,2025-09-30,2025,Q3,"299,131,326,000"
재무상태표,미지급법인세,2025-09-30,2025,Q3,"41,623,602,255"
재무상태표,소유주분배예정부채집단,2025-09-30,2025,Q3,
재무상태표,비유동부채,2025-09-30,2025,Q3,"3,056,512,567,541"
재무상태표,장기차입금,2025-09-30,2025,Q3,"644,771,412,400"
재무상태표,비유동사채,2025-09-30,2025,Q3,"1,287,652,903,905"
재무상태표,기타부채,2025-09-30,2025,Q3,"79,938,308,555"
재무상태표,기타비유동금융부채,2025-09-30,2025,Q3,
재무상태표,순확정급여부채,2025-09-30,2025,Q3,"8,522,861,386"
재무상태표,기타장기종업원급여부채,2025-09-30,2025,Q3,"7,021,115,262"
재무상태표,비유동충당부채,2025-09-30,2025,Q3,"1,001,139,022"
재무상태표,이연법인세부채,2025-09-30,2025,Q3,"1,027,604,827,011"
재무상태표,종업원급여부채,2025-09-30,2025,Q3,
재무상태표,부채총계,2025-09-30,2025,Q3,"6,113,809,293,070"
재무상태표,자본,2025-09-30,2025,Q3,
재무상태표,자본금,2025-09-30,2025,Q3,"48,084,660,000"
재무상태표,자본잉여금,2025-09-30,2025,Q3,"553,070,812,612"
재무상태표,자본조정,2025-09-30,2025,Q3,"-304,846,768,510"
재무상태표,기타포괄손익누계액,2025-09-30,2025,Q3,"647,316,710,246"
재무상태표,이익잉여금,2025-09-30,2025,Q3,"7,247,679,794,063"
재무상태표,자본총계,2025-09-30,2025,Q3,"8,191,305,208,411"
재무상태표,부채및자본총계,2025-09-30,2025,Q3,"14,305,114,501,481"
재무상태표,nan,2025-09-30,2025,Q3,
재무상태표,"검증1 (부채, 자본)",2025-09-30,2025,Q3,TRUE
재무상태표,검증2 (자산),2025-09-30,2025,Q3,TRUE
재무상태표,nan,2025-09-30,2025,Q3,
재무상태표,nan,2025-09-30,2025,Q3,
