순번,계정명,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,2024-03-31,2024-06-30,2024-09-30,2024-12-31,2025-03-31,2025-06-30,2025-09-30
2-1-10,      미지급법인세,"33,624,221,122 ","32,049,145,520 ","43,397,735,037 ","9,039,459,164 ","39,724,664,500 ","137,429,914,094 ","149,617,408,905 ","147,357,912,878 ","164,142,451,743 ","38,523,124,377 ","33,184,173,363 ","487,642,112 ","60,170,879,188 ","84,931,726,408 ","117,287,619,288 ","151,151,426,260 ","160,587,994,958 ","128,837,783,275 ","103,987,855,967 ","120,658,548,762 ","159,253,879,729 ","166,643,797,696 ","183,870,144,580 ","167,092,502,603 ","126,573,312,181 ","126,721,490,247 ","137,021,381,474 ","106,391,953,671 ","156,529,523,047 ","174,854,856,478 ","168,093,894,364 ","229,862,801,760 ","196,845,677,319 ","130,606,568,825 ","131,118,901,755 "
2-2,   소유주분배예정부채집단,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"270,783,996,245 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2-3,   비유동부채,"1,521,461,302,374 ","1,198,429,892,682 ","1,124,732,913,062 ","1,073,992,618,684 ","1,663,163,383,643 ","1,452,546,938,189 ","1,541,096,237,612 ","1,801,902,840,095 ","1,806,684,618,386 ","1,773,467,505,446 ","1,557,615,681,433 ","1,741,426,082,477 ","4,049,036,252,899 ","4,060,327,793,320 ","4,080,048,721,336 ","4,087,518,131,476 ","4,519,716,730,680 ","4,772,357,772,769 ","4,690,290,266,779 ","4,802,824,760,201 ","4,984,102,079,659 ","5,297,007,252,222 ","5,467,458,195,550 ","4,697,975,259,844 ","4,264,195,920,451 ","4,384,864,751,937 ","4,416,448,366,160 ","4,069,497,636,130 ","4,749,051,242,482 ","5,171,748,581,355 ","5,060,833,083,542 ","4,838,375,422,306 ","5,518,378,157,288 ","5,447,175,301,942 ","4,675,940,690,116 "
2-3-01,      장기차입금,"911,465,866,379 ","410,719,444,989 ","410,374,156,839 ","309,997,357,543 ","109,750,966,800 ","109,295,138,900 ","112,282,584,577 ","111,755,154,122 ","111,406,847,471 ","110,974,986,876 ","110,648,121,002 ","110,214,896,895 ","2,111,142,625,993 ","2,056,583,675,925 ","2,117,037,671,233 ","1,976,222,403,887 ","2,446,632,584,363 ","2,396,906,661,864 ","2,387,426,692,532 ","2,388,006,265,122 ","2,800,149,785,034 ","2,930,951,935,665 ","3,161,330,062,563 ","2,888,547,003,417 ","2,387,341,434,654 ","2,400,285,649,482 ","2,464,805,120,268 ","2,261,570,424,089 ","2,230,189,340,273 ","2,946,903,090,686 ","2,836,327,928,982 ","2,499,421,725,661 ","2,594,514,913,355 ","2,480,885,353,633 ","1,594,349,558,489 "
2-3-02,      비유동사채,0 ,0 ,0 ,0 ,"698,473,566,083 ","698,576,774,747 ","698,679,983,411 ","1,097,730,884,242 ","1,097,926,833,229 ","1,098,122,782,216 ","898,381,932,404 ","898,561,179,354 ","599,013,761,819 ","748,683,788,740 ","748,831,620,091 ","718,668,794,178 ","718,791,940,443 ","918,374,013,646 ","918,539,506,849 ","1,168,017,831,632 ","968,354,808,640 ","1,117,873,449,205 ","1,118,099,156,635 ","798,493,507,745 ","798,672,518,696 ","918,134,683,660 ","918,321,732,118 ","748,637,262,344 ","1,327,304,967,215 ","1,057,792,356,394 ","1,058,013,447,637 ","1,307,469,089,709 ","1,561,826,923,197 ","1,287,383,693,949 ","1,287,652,903,905 "
2-3-03,      기타부채,"32,138,496,534 ","32,902,386,197 ","32,686,855,545 ","190,294,242,915 ","190,896,246,383 ","199,183,270,687 ","191,290,471,291 ","195,738,294,470 ","203,845,521,577 ","227,733,487,457 ","232,662,867,966 ","222,893,872,964 ","386,174,148,799 ","211,277,602,262 ","193,416,843,723 ","185,527,962,451 ","186,127,428,621 ","178,226,222,812 ","172,984,368,640 ","170,103,972,713 ","180,224,131,642 ","178,685,600,893 ","189,071,145,810 ","216,277,292,503 ","246,073,394,802 ","220,848,339,950 ","204,920,023,929 ","184,048,640,080 ","195,615,799,090 ","191,723,574,024 ","190,614,119,788 ","210,023,649,006 ","227,636,887,649 ","206,514,198,113 ","207,992,962,020 "
2-3-04,      기타비유동금융부채,"13,102,242,229 ","783,831,248 ","877,898,045 ","7,216,226,273 ","2,841,086,701 ","3,303,566,689 ","6,357,364,051 ","4,288,904,215 ","2,863,439,559 ",0 ,"287,124,258 ","122,665,539,100 ","137,081,455,853 ","137,280,873,767 ","162,205,356,235 ","193,160,201,824 ","119,697,237,632 ","101,819,350,542 ","75,625,838,983 ","43,512,690,601 ","29,627,880,974 ","5,566,213,332 ","1,607,170,377 ","57,445,318,831 ","31,577,606,919 ","20,696,715,724 ","3,749,294,669 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2-3-05,      순확정급여부채,0 ,"6,562,160,144 ","14,896,910,685 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"6,655,725,451 ",0 ,"453,706,487,352 ",0 ,0 ,0 ,"432,404,088,196 ","443,976,930,754 ","472,021,327,968 ","404,510,089,796 ","408,829,731,934 ","423,470,670,308 ","448,068,456,831 ","255,144,644,081 ","277,413,314,504 ","272,735,808,044 ","275,546,931,040 ","300,680,990,223 ","314,568,987,865 ","315,224,703,441 ","314,465,112,083 ","304,997,406,924 ","310,642,282,775 ","310,929,571,871 ","325,514,447,067 "
2-3-06,      기타장기종업원급여부채,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"420,156,277,333 ","427,436,003,222 ","447,700,866,838 ","25,113,122,656 ","24,922,779,343 ","25,689,738,467 ","24,515,047,187 ","25,588,336,669 ","27,436,933,589 ","30,395,227,813 ","19,109,085,038 ","20,549,183,427 ","20,808,242,844 ","21,500,422,677 ","55,856,693,888 ","57,722,590,104 ","57,664,091,326 ","54,803,078,334 ","61,280,310,309 ","60,645,415,041 ","56,459,154,946 ","57,648,005,768 "
2-3-07,      비유동충당부채,"12,419,081,346 ","13,033,202,213 ","13,752,854,362 ","13,024,871,635 ","13,460,961,592 ","12,960,756,145 ","12,406,850,339 ","12,177,265,910 ","13,757,892,289 ","16,890,029,244 ","18,019,810,996 ","5,176,617,168 ","22,819,178,593 ","17,676,851,828 ","21,438,590,720 ","15,212,056,653 ","15,826,515,510 ","15,847,079,311 ","16,607,979,660 ","16,886,932,650 ","17,237,781,544 ","17,616,075,152 ","19,202,982,456 ","14,527,295,823 ","15,566,395,490 ","26,897,746,282 ","20,150,734,204 ","21,640,366,161 ","22,140,194,249 ","22,358,912,271 ","22,724,523,652 ","24,331,399,660 ","25,673,966,132 ","23,374,566,822 ","23,857,475,363 "
2-3-08,      이연법인세부채,"552,335,615,886 ","734,428,867,891 ","652,144,237,586 ","553,459,920,318 ","647,740,556,084 ","429,227,431,021 ","520,078,983,943 ","380,212,337,136 ","376,884,084,261 ","319,746,219,653 ","290,960,099,356 ","381,913,976,996 ","339,098,594,490 ","468,668,723,465 ","409,682,636,112 ","551,025,845,645 ","575,123,813,259 ","692,284,734,497 ","621,394,813,680 ","587,271,930,500 ","554,089,623,222 ","595,406,374,078 ","499,683,993,065 ","448,431,112,406 ","487,002,071,959 ","504,457,565,951 ","507,454,107,255 ","497,063,259,345 ","601,509,363,686 ","580,081,853,213 ","583,884,873,066 ","430,851,841,037 ","737,437,769,139 ","1,081,628,762,608 ","1,178,925,337,504 "
2-4,   부채총계,"3,162,798,897,681 ","3,521,438,132,920 ","3,586,458,081,939 ","3,677,520,039,826 ","4,043,886,508,082 ","3,269,551,549,386 ","3,237,463,720,716 ","3,224,071,784,111 ","3,292,249,561,935 ","3,503,601,182,922 ","3,618,707,464,053 ","4,928,994,646,675 ","7,339,063,764,490 ","7,450,310,819,417 ","7,031,258,447,042 ","7,101,577,326,376 ","7,677,667,292,164 ","7,916,968,448,663 ","7,935,874,518,694 ","7,502,796,337,015 ","8,061,671,409,682 ","8,366,463,332,738 ","8,164,670,647,524 ","7,567,347,802,320 ","7,771,258,660,368 ","7,879,075,702,269 ","7,913,369,206,337 ","7,905,941,668,878 ","8,261,675,122,684 ","8,535,877,546,569 ","8,392,005,581,995 ","8,069,234,736,205 ","8,805,934,470,405 ","8,520,441,397,831 ","8,761,128,742,872 "
3,자본,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
3-1,   지배기업소유지분,"5,976,585,624,909 ","6,560,864,148,114 ","6,371,626,692,338 ","5,855,213,221,594 ","6,168,794,897,768 ","5,833,336,318,759 ","6,112,147,558,505 ","5,729,987,418,200 ","5,703,495,457,259 ","5,568,851,748,635 ","5,479,208,981,098 ","4,451,921,477,909 ","4,225,204,056,781 ","4,576,683,882,830 ","4,464,951,333,407 ","4,870,844,806,260 ","4,924,592,283,608 ","5,344,053,604,986 ","5,154,552,348,097 ","5,035,301,217,823 ","4,970,965,353,808 ","5,160,875,912,841 ","4,993,943,871,850 ","5,117,785,072,965 ","5,119,406,838,354 ","5,156,838,040,902 ","5,179,538,024,804 ","5,177,363,194,577 ","5,605,468,883,865 ","5,108,714,579,193 ","5,111,353,471,138 ","5,039,315,406,549 ","6,260,236,214,540 ","7,069,240,991,823 ","7,450,746,399,515 "
3-1-01,      자본금,"56,434,870,000 ","56,434,870,000 ","56,434,870,000 ","56,434,870,000 ","56,434,870,000 ","56,434,870,000 ","56,434,870,000 ","56,434,870,000 ","56,434,870,000 ","56,434,870,000 ","56,434,870,000 ","56,434,870,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 ","48,084,660,000 "
3-1-02,      자본잉여금,"467,587,720,184 ","467,587,720,184 ","467,587,720,184 ","467,587,720,184 ","467,587,720,184 ","467,587,720,184 ","467,587,720,184 ","467,587,720,184 ","467,587,720,184 ","467,587,720,184 ","467,587,720,184 ","468,169,016,972 ","506,677,019,089 ","506,677,019,089 ","506,677,019,089 ","492,899,009,390 ","488,118,829,721 ","550,641,016,021 ","552,621,237,240 ","552,912,603,380 ","552,912,603,380 ","552,912,603,380 ","552,912,603,380 ","552,912,603,380 ","552,912,603,380 ","552,912,603,380 ","552,912,603,380 ","552,912,603,380 ","552,912,603,380 ","349,758,885,697 ","349,758,885,697 ","349,758,885,697 ","349,758,885,697 ","349,758,885,697 ","349,758,885,697 "
3-1-03,      자본조정,"-122,873,033,196 ","-122,873,033,196 ","-122,873,033,196 ","-122,873,033,196 ","-122,873,033,196 ","-122,873,033,196 ","-122,873,033,196 ","-122,873,033,196 ","-122,873,033,196 ","-122,873,033,196 ","-122,873,033,196 ","-1,069,447,148,641 ","-1,030,170,824,950 ","-1,030,170,824,950 ","-1,036,751,817,950 ","-1,130,067,287,950 ","-204,952,835,010 ","-204,952,835,010 ","-204,952,835,010 ","-204,952,835,010 ","-286,379,496,010 ","-304,846,768,510 ","-304,846,768,510 ","-304,846,768,510 ","-304,846,768,510 ","-304,846,768,510 ","-304,846,768,510 ","-304,846,768,510 ","-304,846,768,510 ","-504,350,306,344 ","-504,350,306,344 ","-504,350,306,344 ","-504,350,306,344 ","-504,350,306,344 ","-504,350,306,344 "
3-1-04,      기타포괄손익누계액,"1,180,518,151,021 ","1,694,393,619,521 ","1,443,410,819,100 ","-103,188,190,672 ","-85,928,357,084 ","-89,930,963,531 ","-120,069,803,559 ","-115,835,873,935 ","-96,858,042,417 ","-104,929,780,842 ","-89,829,407,952 ","-135,305,893,303 ","-133,323,991,446 ","-156,323,401,785 ","-160,142,491,850 ","-206,781,713,388 ","-127,602,445,639 ","-137,059,061,322 ","-72,784,889,010 ","-39,155,722,006 ","17,601,150,906 ","56,623,615,290 ","164,890,865,931 ","23,231,821,349 ","68,771,614,719 ","15,208,896,198 ","-1,701,233,979 ","-21,227,448,772 ","-12,456,690,611 ","-73,685,648,764 ","-21,581,848,300 ","-20,214,981,688 ","995,115,728,048 ","910,874,516,461 ","971,446,893,569 "
3-1-05,      이익잉여금,"4,394,917,916,900 ","4,465,320,971,605 ","4,527,066,316,250 ","5,557,251,855,278 ","5,853,573,697,864 ","5,522,117,725,302 ","5,831,067,805,076 ","5,444,673,735,147 ","5,399,203,942,688 ","5,272,631,972,489 ","5,167,888,832,062 ","5,132,070,632,881 ","4,833,937,194,088 ","5,208,416,430,476 ","5,107,083,964,118 ","5,666,710,138,208 ","4,720,944,074,536 ","5,087,339,825,297 ","4,831,584,174,877 ","4,678,412,511,459 ","4,638,746,435,532 ","4,808,101,802,681 ","4,532,902,511,049 ","4,798,402,756,746 ","4,754,484,728,765 ","4,845,478,649,834 ","4,885,088,763,913 ","4,902,440,148,479 ","5,321,775,079,606 ","5,288,906,988,604 ","5,239,442,080,085 ","5,166,037,148,884 ","5,371,627,247,139 ","6,264,873,236,009 ","6,585,806,266,593 "
3-2,   비지배지분,"10,169,402,099 ","10,801,419,967 ","11,188,175,497 ","11,043,576,798 ","11,235,859,432 ","11,411,427,406 ","11,113,894,771 ","11,359,217,046 ","11,425,968,271 ","11,578,996,477 ","12,229,470,569 ","1,305,378,429 ","453,869,259,867 ","422,904,838,616 ","381,421,297,329 ","375,150,195,510 ","330,534,358,753 ","335,359,368,948 ","365,296,391,605 ","340,765,654,098 ","386,667,001,016 ","405,692,902,662 ","429,492,087,751 ","433,353,432,373 ","414,245,501,499 ","368,856,522,069 ","317,642,011,700 ","270,166,214,942 ","236,341,474,401 ",0 ,0 ,0 ,0 ,0 ,0 
3-3,   자본총계,"5,986,755,027,008 ","6,571,665,568,081 ","6,382,814,867,835 ","5,866,256,798,392 ","6,180,030,757,200 ","5,844,747,746,165 ","6,123,261,453,276 ","5,741,346,635,246 ","5,714,921,425,530 ","5,580,430,745,112 ","5,491,438,451,667 ","4,453,226,856,338 ","4,679,073,316,648 ","4,999,588,721,446 ","4,846,372,630,736 ","5,245,995,001,770 ","5,255,126,642,361 ","5,679,412,973,934 ","5,519,848,739,702 ","5,376,066,871,921 ","5,357,632,354,824 ","5,566,568,815,503 ","5,423,435,959,601 ","5,551,138,505,338 ","5,533,652,339,853 ","5,525,694,562,971 ","5,497,180,036,504 ","5,447,529,409,519 ","5,841,810,358,266 ","5,108,714,579,193 ","5,111,353,471,138 ","5,039,315,406,549 ","6,260,236,214,540 ","7,069,240,991,823 ","7,450,746,399,515 "
4,부채및자본총계,"9,149,553,924,689 ","10,093,103,701,001 ","9,969,272,949,774 ","9,543,776,838,218 ","10,223,917,265,282 ","9,114,299,295,551 ","9,360,725,173,992 ","8,965,418,419,357 ","9,007,170,987,465 ","9,084,031,928,034 ","9,110,145,915,720 ","9,382,221,503,013 ","12,018,137,081,138 ","12,449,899,540,863 ","11,877,631,077,778 ","12,347,572,328,146 ","12,932,793,934,525 ","13,596,381,422,597 ","13,455,723,258,396 ","12,878,863,208,936 ","13,419,303,764,506 ","13,933,032,148,241 ","13,588,106,607,125 ","13,118,486,307,658 ","13,304,911,000,221 ","13,404,770,265,240 ","13,410,549,242,841 ","13,353,471,078,397 ","14,103,485,480,950 ","13,644,592,125,762 ","13,503,359,053,133 ","13,108,550,142,754 ","15,066,170,684,945 ","15,589,682,389,654 ","16,211,875,142,387 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"검증1 (부채, 자본)", TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE 
,검증2 (자산), TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE , TRUE 
