01-02-44,      무형자산손상차손환입, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 1,517,245,349 "," 1,522,257,210 "," 1,540,343,488 "," 1,558,606,816 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-45,      유형자산손상차손, - , - , - , - , - , - , - ," 19,591,342,557 ", - , - , - ," 11,016,435,306 ", - ," 27,547,831,226 "," 29,098,689,885 "," 80,053,198,044 "," 5,173,238,842 "," 5,066,332,737 "," 5,126,526,969 "," 102,372,309,295 "," 83,766,401 "," 399,222,212 "," 407,638,490 "," 52,526,945,652 "," 1,657,793,107 "," 3,260,087,415 "," 5,383,467,757 "," 24,476,878,285 "," 1,758,484,755 "," 2,687,107,896 "," 4,171,428,314 "," 5,987,126,621 "," 25,911,082 "," 5,140,910,127 "," 8,067,193,555 "
01-02-46,      무형자산손상차손, - , - , - , - , - , - , - , - , - , - , - ," 322,602,277 ", - , - , - ," 1,766,153,503 ", - , - ," 432,423,001 ", - , - , - , - ," 3,559,581,752 ", - , - ," 89,899,700 ", - , - , - , - , - , - , - , - 
01-02-47,      사용권자산손상차손, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 2,242,571,838 ", - , - , - , - , - , - , - ," 1,490,333,849 ", - , - , - , - , - , - , - , - , - , - , - 
01-02-48,      종속기업/관계기업/공동기업투자손상차손, - , - , - ," 41,486,659,453 ", - , - , - , - , - , - , - ," 98,923,163,023 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-49,      충당부채전입액," 1,313,487,733 "," 3,129,243,127 "," 4,680,012,189 "," 7,766,663,253 "," 1,931,547,291 "," 3,431,679,973 "," 4,897,123,995 "," 6,785,817,008 "," 2,093,734,438 "," 6,010,730,670 "," 7,563,490,447 "," 9,244,040,821 "," 745,852,261 "," 1,837,230,291 "," 4,293,823,703 "," 6,193,810,903 "," 1,120,661,769 "," 1,928,064,173 "," 1,823,960,512 "," 2,119,961,626 "," 3,571,081,703 ", - ," 20,683,070 "," 21,058,785 "," 1,477,465,532 "," 8,230,723,142 "," 10,723,609,542 "," 23,498,685,065 "," 626,308,757 "," 6,724,449,305 "," 8,606,129,505 "," 8,279,136,800 "," 1,630,085,422 "," 2,509,168,228 "," 2,933,769,900 "
01-02-50,      충당부채환입액, - , - ," 212,655,455 ","-212,655,455 ", - , - , - ,"-1,180,885,447 ","-26,065,869 ","-101,912,976 ","-174,364,393 ","-205,379,213 ","-78,493,139 "," 153,705,477 "," 153,705,477 "," 93,561,240 ","-655,725,207 ","-509,886,742 ", - , - , - ,"-2,041,671,358 ","-2,511,631,707 ","-5,289,646,209 ", - ," 3,461,085,045 ", - , - , - , - , - , - , - , - , - 
01-02-51,      잡이익, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 1,431,218,527 "," 8,093,640,000 ", - , - , - ," 1,474,449 ", - , - , - ,"-1,474,449 ","-1,474,449 ", - , - , - , - , - , - , - , - , - 
01-02-52,      사채상환손실, - , - , - , - , - ," 5,577,000,000 "," 5,577,000,000 "," 5,577,000,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-53,      기타, - , - , - ," 20,677,932,669 ", - , - ," 69,801,400 "," 45,000,000 ", - ," 4,000,161,180 "," 4,000,161,180 "," 3,068,993,180 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-54,      사용권자산처분손실, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 5,251,640 "," 1,008,701 "," 78,083 "," 1,368,180 "," 1,368,180 ", - , - , - , - , - , - , - , - , - , - , - 
01-02-55,      지분법적용 투자지분손상차손환입, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,"-2,207,475,110 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-02-56,      사업처분손실, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ," 113,090,634 ", - , - ," 9,163,599 "," 99,477,904 ", - , - , - , - , - , - , - 
01-02-57,      수입임대료, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,"-49,103,141,786 ", - , - , - , - , - ,"-387,637,331 ","-799,020,167 ","-1,223,065,049 ","-521,889,623 ","-1,007,368,795 ","-1,468,973,765 "
01-02-58,      금융보증부채환입,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, - , - , - , - 
01-02-59,      투자부동산재평가이익,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 393,906,702 "," 601,290,947 "," 865,395,400 "
01-02-60,      투자부동산재평가손실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1,344,880,551 "," 5,990,687,347 "," 4,579,541,006 "
01-02-61,      유형자산재평가손실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 14,590,351,164 "," 20,633,717,724 "," 20,614,758,753 "
01-02-62,      사용권자산손상차손환입,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,811,979,575 ","-3,759,962,395 ","-3,739,117,273 "
01-02-63,      사용권자산재평가손실,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 5,129,771,449 ", - , - 
01-03,   영업활동으로인한자산ㆍ부채의변동,"-24,570,634,466 ","-12,536,025,605 ","-143,252,365,105 ","-143,939,462,878 ","-16,933,057,390 "," 6,256,018,212 ","-43,378,711,456 "," 15,704,734,223 ","-66,446,365,218 ","-47,723,342,564 ","-33,203,190,124 "," 8,255,805,812 ","-41,398,621,236 ","-140,215,644,446 ","-162,929,560,760 "," 73,893,930,112 ","-149,762,125,234 ","-218,726,681,340 ","-276,201,939,872 ","-347,284,743,047 ","-312,684,947,090 ","-509,215,824,274 ","-495,041,144,845 ","-445,096,316,444 ","-128,278,556,757 ","-50,891,226,015 ","-63,659,013,736 "," 86,893,918,777 ","-119,816,235,415 ","-163,644,866,310 ","-237,125,232,972 ","-346,455,689,607 ","-70,194,151,955 ","-99,689,427,177 ","-158,120,658,487 "
01-03-01,      매출채권의 감소(증가)," 87,356,206,166 "," 21,446,293,907 ", - , - ," 56,923,111,331 "," 16,239,324,053 "," 118,411,435,327 "," 175,913,962,977 "," 54,611,808,498 "," 26,154,169,292 "," 96,581,599,481 "," 115,633,903,449 ","-21,628,866,755 "," 4,281,460,013 ","-17,775,932,823 "," 25,339,844,339 ","-60,280,199,830 ","-130,611,073,308 ","-111,578,508,741 ","-61,074,315,521 ","-155,492,738,199 ","-188,631,976,353 ","-122,519,248,407 ","-57,209,533,649 ","-5,474,347,407 ","-2,851,883,167 ","-7,822,253,926 "," 43,450,367,755 ","-95,799,328,856 ","-206,201,547,918 ","-165,459,752,927 ","-144,411,401,064 ","-5,305,888,115 "," 11,322,455,692 "," 13,346,058,322 "
01-03-02,      (유동)기타채권의 감소(증가),"-2,861,563,207 "," 1,963,769,909 ", - , - ," 1,221,752,890 ","-39,080,449,094 ","-10,874,456,775 ","-11,141,706,719 ","-7,087,474,421 ","-4,100,983,715 ","-8,763,596,255 ","-15,256,527,379 "," 50,076,430,071 "," 54,156,996,828 "," 26,347,368,495 ","-13,725,499,172 "," 18,459,308,030 "," 31,450,008,784 "," 28,383,065,547 "," 29,894,146,253 "," 32,847,107,388 "," 10,753,354,903 "," 58,301,910,080 "," 22,704,093,701 "," 57,074,194,753 "," 23,459,176,458 "," 50,713,769,973 "," 56,162,508,776 ","-41,613,817,702 ","-67,247,048,363 ","-4,915,909,782 ","-9,640,309,959 ","-20,304,512,373 ","-6,745,265,391 ","-14,938,167,467 "
01-03-03,      매출채권 및 기타유동채권의 감소(증가), - , - ,"-90,107,573,908 ","-117,993,970,984 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-03-04,      (비유동)기타채권의 감소(증가),"-439,205,568 "," 357,984,142 ", - ,"-3,616,881,582 ","-82,878,800 "," 1,407,416,839 ","-9,706,157,528 ","-9,659,523,781 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-03-05,      선급금의 감소(증가),"-14,286,804,601 ","-23,159,271,933 ","-43,883,842,487 ","-10,732,061,928 ","-11,727,829,793 ","-843,544,435 ","-5,269,763,429 ","-14,320,035,728 "," 9,238,946,575 ","-547,935,232 ","-25,272,260,720 "," 4,398,760,851 ","-1,235,438,028 "," 3,295,313,324 ","-3,654,471,677 "," 3,345,893,876 ","-805,514,644 ","-2,603,069,278 ","-2,163,068,207 ","-14,112,033,981 "," 966,789,774 ","-4,254,161,061 ","-93,563,007 "," 5,980,167,534 ","-753,449,909 ","-4,168,415,669 ","-413,626,982 "," 193,779,192 ","-1,856,745,595 ","-4,215,838,303 ","-1,003,185,591 ","-975,192,657 "," 1,527,354,909 "," 1,604,910,007 "," 364,200,222 "
01-03-06,      선급비용의 감소(증가)," 125,520,704 ","-823,636,180 ","-418,331,176 "," 490,919,172 "," 219,645,657 ","-1,736,363,419 ","-802,685,516 "," 273,432,826 ","-972,911,450 ","-1,727,130,730 ","-741,787,653 "," 181,474,196 "," 5,258,963,927 "," 8,101,602,566 ","-7,810,802,593 ","-3,230,895,171 ","-7,059,792,657 "," 3,442,318,030 ","-4,838,139,654 ","-1,118,000,660 ","-29,285,185,935 "," 3,878,833,781 ","-2,282,414,299 "," 1,422,852,254 "," 2,081,662,326 "," 7,001,395,568 "," 307,299,678 ","-972,069,415 "," 5,034,866,784 "," 9,350,787,376 "," 3,581,320,990 ","-9,165,617,393 "," 9,406,004,213 "," 14,403,604,336 "," 5,483,119,541 "
01-03-07,      재고자산의 감소(증가),"-21,987,574,904 ","-13,630,670,508 ","-34,659,651,727 ","-31,014,316,490 ","-22,837,431,249 ","-20,667,720,038 ","-61,954,692,937 ","-45,672,009,851 "," 14,336,566,881 "," 21,717,772,595 ","-1,143,925,179 ","-10,981,871,796 ","-28,139,829,431 ","-39,659,999,091 "," 74,032,660,759 "," 65,061,912,410 ","-109,724,198,721 ","-169,029,238,846 ","-208,099,059,592 ","-387,217,398,809 ","-129,944,179,155 ","-215,763,401,556 ","-256,672,233,321 ","-262,561,333,414 ","-11,039,557,160 "," 67,226,594,923 "," 145,153,187,641 "," 189,397,032,552 "," 18,699,851,371 ","-328,618,485 ","-70,615,881,322 ","-88,269,171,766 ","-25,261,800,165 ","-14,230,511,516 "," 27,985,436,949 "
01-03-08,      장기매출채권의 감소(증가),"-5,304,466,082 ","-5,979,467,893 ", - , - ," 4,932,647,492 ","-4,038,283,994 ","-7,543,018,398 ","-6,963,858,015 ","-978,060,964 ","-2,967,352,961 ","-4,111,461,421 ","-7,037,291,757 "," 522,703,827 "," 36,628,614 ","-1,623,472,475 "," 228,458,049 ","-722,471,629 ","-1,044,077,510 ","-1,183,112,495 ","-779,360,298 ","-172,348,866 "," 3,690,626,696 "," 3,275,341,257 "," 4,704,449,456 ","-6,745,980 ","-275,167,550 ","-550,107,290 ","-726,047,474 ","-224,487,825 ","-527,006,959 "," 182,041,811 ","-85,463,560 "," 25,743,618 "," 737,781,124 "," 508,133,025 "
01-03-09,      기타비유동채권의 감소(증가), - , - , - , - , - , - , - , - ,"-4,997,270,825 ","-5,360,479,171 ","-2,713,487,087 ","-7,259,906,922 ","-8,858,382,718 "," 9,173,976,133 ","-13,179,591,840 ","-15,853,884,168 ","-698,605,449 ","-2,757,358,779 ","-2,712,862,488 "," 5,598,777,112 ","-22,898,533,273 ","-39,398,731,530 ","-914,595,680 ","-8,119,190,945 "," 628,124,598 "," 609,868,804 ","-187,850,448 ","-4,354,526,590 ","-396,919,672 ","-6,552,696 ","-1,016,145,842 ","-1,491,973,504 "," 596,186,256 ","-290,210,031 ","-931,549,601 "
01-03-10,      장기매출채권 및 기타비유동채권의 감소(증가), - , - ,"-4,023,505,264 ","-6,958,361,857 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-03-27,      장기선급비용의 감소(증가), - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,"-1,614,321,257 ","-1,812,811,221 ","-1,887,100,696 "," 436,184,601 "," 1,115,833,535 "," 1,499,134,834 "," 1,760,289,790 "," 66,610,330 ","-99,377,356 "," 658,699,789 "
01-03-11,      매입채무의 증가(감소),"-2,690,868,596 "," 41,571,138,497 "," 66,997,951,966 "," 39,702,598,465 "," 2,000,863,538 "," 22,420,464,984 ","-10,310,015,253 ","-36,832,492,081 ","-47,148,560,340 ","-23,215,467,633 ","-20,270,251,677 ","-6,006,948,946 "," 8,557,456,650 ","-74,949,013,367 ","-99,959,134,757 "," 19,509,852,377 "," 68,186,861,515 "," 111,103,600,034 "," 91,364,393,287 "," 135,816,779,615 "," 31,404,679,152 "," 39,912,027,207 ","-117,254,003,199 ","-86,938,636,883 ","-100,465,566,205 ","-70,457,721,783 ","-86,131,427,063 ","-66,641,735,932 "," 18,427,764,493 "," 115,098,552,722 "," 56,730,471,709 "," 22,435,807,566 ","-7,031,765,890 ","-2,735,577,736 ","-66,287,576,982 "
01-03-12,      (유동)기타부채의 증가(감소), - , - ,"-33,174,445,864 "," 14,437,451,663 ","-46,235,634,913 "," 36,567,776,667 ","-42,512,356,606 "," 9,582,568,073 ","-80,119,856,786 ","-54,047,400,244 ","-60,078,468,152 ","-13,140,365,731 ","-50,131,843,065 ","-152,585,740,911 ","-123,977,178,139 "," 10,130,893,510 ","-32,325,099,987 ","-8,752,594,914 "," 9,288,187,662 "," 60,055,536,387 ","-23,794,141,978 ","-84,046,536,613 ","-15,569,157,143 ","-5,139,917,257 ","-81,542,199,871 ","-61,405,759,642 ","-132,701,333,415 ","-44,385,098,776 ","-54,250,007,939 ","-29,083,903,809 "," 18,841,136,921 ","-17,169,904,916 ","-22,803,438,203 "," 61,818,176,804 "," 1,550,726,049 "
01-03-13,      (비유동)기타부채의 증가(감소),"-60,883,763,958 ","-19,338,865,512 "," 2,018,021,596 "," 2,236,315,939 "," 1,283,243,131 "," 1,274,282,091 ","-5,256,037,959 ","-5,269,031,237 "," 100,694,880 "," 609,369,103 ","-1,104,145,997 ","-1,043,875,201 "," 18,620,756,530 "," 65,128,537,865 "," 33,818,159,692 "," 37,830,306,881 ","-6,057,498,344 ","-11,002,644,215 ","-39,336,123,725 ","-25,461,184,136 "," 915,217,742 ","-1,913,764,170 "," 4,505,638,724 "," 15,692,495,013 "," 24,113,232,684 "," 17,653,539,541 "," 9,416,598,054 ","-596,674,770 "," 48,472,955,387 "," 54,609,626,830 ","-20,902,292,280 ","-562,320,023 "," 23,422,191,047 ","-113,919,736,838 ","-57,935,039,211 "
01-03-14,      장기미지급금의 증가(감소), - , - , - , - , - , - , - , - , - , - , - , - ,"-2,719,077,484 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-03-15,      국민연금전환금의 감소(증가)," 10,083,600 "," 10,083,600 "," 10,083,600 "," 12,734,400 "," 21,381,000 "," 24,104,000 "," 33,011,200 "," 33,011,200 "," 7,715,600 "," 8,377,700 "," 8,411,600 "," 90,272,940 "," 19,039,600 "," 19,039,600 "," 26,511,400 "," 26,511,400 "," 7,409,700 "," 7,409,700 "," 8,865,139 "," 11,124,502 "," 14,897,500 "," 15,353,600 "," 21,711,800 "," 23,393,900 "," 5,208,500 "," 5,208,500 "," 8,372,300 "," 13,499,800 "," 3,260,600 "," 3,260,600 "," 5,689,400 "," 6,131,000 "," 3,087,300 "," 5,094,900 "," 5,094,900 "
01-03-16,      퇴직금의 지급,"-7,728,139,188 ","-10,114,128,569 ","-12,633,837,024 ","-383,344,799 ","-1,021,870,720 ","-1,649,768,659 ","-1,875,402,771 ","-2,284,699,693 ","-2,841,804,307 ","-2,849,879,815 ","-3,999,626,955 ","-8,914,677,341 ","-10,641,115,650 ","-13,612,581,095 ","-25,803,887,101 ","-78,319,974,336 ","-26,976,445,701 ","-43,152,490,636 ","-39,909,893,304 ","-85,385,256,335 ","-26,723,165,818 ","-46,209,926,187 ","-58,327,221,268 ","-78,415,967,852 ","-21,502,144,271 ","-36,417,155,504 ","-53,987,615,991 ","-73,685,806,524 ","-19,380,340,250 ","-34,584,484,947 ","-53,203,781,195 ","-81,790,260,540 ","-27,313,178,456 ","-45,962,922,434 ","-62,809,116,261 "
01-03-17,      사외적립자산의 감소(증가)," 5,647,192,319 "," 7,996,407,279 "," 10,220,847,085 ","-25,300,000,000 ", - , - , - ,"-31,500,000,000 ", - , - , - ,"-39,100,000,000 ", - , - , - ," 25,801,932,193 "," 9,234,156,829 "," 6,662,741,526 "," 11,094,501,516 "," 6,486,903,616 "," 10,182,908,437 "," 13,982,027,329 "," 15,338,442,379 "," 6,592,240,240 "," 9,426,029,070 "," 11,947,418,867 "," 18,161,771,041 ","-3,317,675,277 "," 4,522,285,102 "," 3,708,595,465 "," 6,419,462,543 ","-8,292,158,958 "," 4,005,855,547 "," 10,111,694,740 "," 12,457,185,436 "
01-03-18,      기타장기종업원급여의 지급,"-89,247,500 ","-250,670,795 ","-394,628,895 ","-457,091,995 ","-151,899,400 ","-182,725,100 ","-220,725,300 ","-304,537,200 ","-83,050,500 ","-164,440,300 ","-281,131,050 ","-496,161,850 ","-538,918,751 ","-2,073,125,381 ","-1,725,323,849 ","-1,887,402,748 ","-444,809,019 ","-932,055,212 ","-1,483,963,915 ","-2,308,306,045 ","-449,942,887 ","-619,899,941 ","-1,730,799,058 ","-2,006,918,603 ","-454,003,089 ","-1,136,595,913 ","-1,554,315,421 ","-1,799,591,408 ","-542,136,521 ","-2,253,739,973 ","-2,887,319,514 ","-3,733,786,819 ","-727,861,365 ","-1,770,923,574 ","-2,880,172,120 "
01-03-19,      관계회사퇴직금의 전입," 46,443,754 "," 101,090,383 "," 101,090,383 "," 1,215,754,162 "," 17,299,780 "," 17,299,780 "," 17,299,780 "," 1,483,076,185 ", - ," 66,005,883 "," 407,886,302 "," 1,625,476,785 ", - , - , - ," 2,202,127,962 ", - , - , - ,"-2,153,074,747 ", - , - , - ,"-131,823,771 ", - , - , - ," 758,250,745 ", - , - , - ," 713,988,937 ", - , - , - 
01-03-20,      충당부채의지급,"-1,484,447,405 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,"-26,766,572 ","-71,641,906 ","-245,133,079 ","-383,204,340 ","-554,599,201 ","-101,092,880 ","-285,693,397 ","-437,629,388 ","-580,265,203 ","-133,275,838 ","-295,622,112 ","-416,342,416 "
01-03-21,      하자보수충당부채의 증가(감소), - ,"-2,672,446,932 ","-3,195,463,390 ","-4,788,127,044 ","-697,457,334 ","-1,448,795,463 ","-2,428,145,291 ","-4,210,962,733 ","-513,108,059 ","-1,297,967,336 ","-1,720,945,361 ","-4,205,455,486 ","-560,499,959 ","-1,528,739,544 ","-1,644,465,852 ","-2,058,238,465 ","-443,820,327 ","-957,674,691 ","-1,086,168,477 ","-1,542,193,000 ","-256,310,972 ","-599,650,379 ","-1,102,959,633 ","-1,657,780,311 ","-297,352,890 ","-537,346,298 ","-1,599,069,539 ","-2,870,193,474 ","-352,164,182 ","-1,886,522,317 ","-3,029,767,279 ","-4,137,804,788 ","-222,520,760 ","-565,824,437 ","-857,121,328 "
01-03-22,      소송충당부채의 지급, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,"-507,908,825 ","-111,405,000 ","-550,482,025 ","-3,950,052,425 ","-3,996,887,000 ", - , - ,"-7,994,070 ","-8,139,285 ", - ,"-14,184,001 ","-6,330,049 ","-854,411,823 ","-896,362,331 ","-910,565,671 ","-912,826,060 ","-933,975,750 ", - ,"-12,826,325,964 ","-12,753,817,620 "
01-03-23,      산림훼손충당부채의 지급, - ,"-13,635,000 ", - , - , - ,"-2,047,000,000 ","-3,087,000,000 ","-3,422,460,000 ", - , - , - ,"-231,000,000 ", - , - , - , - , - , - , - , - , - ,"-10,000,000 ","-10,000,000 ", - , - , - ,"-270,066,738 ","-435,988,683 ", - , - , - ,"-132,300,000 ","-142,944,010 ","-250,847,391 ","-670,409,714 "
01-03-24,"      사후처리, 복구, 정화 비용을 위한 충당부채의 증가(감소)", - , - ,"-109,080,000 ","-791,080,000 ","-798,000,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-03-25,      당기손익인식금융자산의 증가, - ,"-10,000,000,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
01-03-26,      법인세의 납부(환급),"-21,096,130,536 ","-47,938,655,570 "," 62,791,395,678 "," 80,609,389,274 "," 7,029,676,887 "," 30,131,825,505 "," 38,485,404,099 "," 45,142,021,020 "," 3,961,971,100 "," 152,597,014,063 "," 172,563,387,869 "," 192,231,010,174 "," 17,839,376,599 ","-26,655,014,202 ","-16,989,034,513 "," 51,114,155,232 "," 55,867,856,663 "," 120,576,362,501 "," 197,004,614,119 "," 137,194,940,837 "," 51,434,552,962 "," 103,313,576,012 "," 158,225,733,590 "," 173,396,742,541 "," 52,806,032,290 "," 87,937,129,462 "," 116,959,336,690 "," 150,683,668,304 "," 25,539,049,072 "," 67,373,640,995 "," 104,682,395,397 "," 132,907,961,428 "," 96,171,842,129 "," 179,895,004,530 "," 232,908,380,028 "
02,투자활동현금흐름,"-84,142,016,918 ","-263,113,991,423 ","-642,128,163,005 ","-658,521,533,877 ","-243,684,904,778 "," 453,697,989,496 "," 468,354,982,864 ","-50,268,279,164 ","-22,472,891,968 ","-539,947,470,699 ","-696,769,592,597 ","-716,319,242,989 ","-230,593,889 "," 188,774,690,575 "," 209,726,397,978 ","-2,403,055,694 ","-386,107,438,039 ","-598,402,729,851 ","-627,327,088,805 ","-237,295,139,063 ","-447,113,877,182 ","-542,829,102,506 ","-141,546,181,368 "," 36,085,166,236 ","-128,460,355,353 ","-212,200,046,293 ","-301,960,639,575 ","-355,341,156,446 ","-72,833,178,999 "," 434,177,726,075 "," 328,685,770,051 "," 281,537,329,930 ","-89,288,973,882 "," 57,251,101,378 "," 162,961,128,785 "
02-01,   지분법적용 투자지분의 취득, - , - , - , - , - , - , - , - , - ,"-635,846,411,809 ","-635,846,411,809 ", - , - , - , - , - , - ," 384,191,697,244 ", - ," 384,978,030,116 "," 10,353,369,340 "," 10,742,262,228 "," 11,135,428,664 "," 12,905,257,100 "," 2,193,539,640 "," 3,228,199,128 "," 3,621,365,564 "," 4,014,532,000 "," 387,830,339 "," 7,169,080,339 "," 7,446,160,339 "," 7,446,160,339 ", - ," 16,988,485,360 "," 18,652,157,860 "
02-02,"   종속기업, 조인트벤처와 관계기업에 대한 투자자산의 취득", - , - , - ," 56,015,300 ", - , - , - , - , - , - , - ,"-635,846,411,809 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-03,   파생상품정산순결재액," 313,426,258 "," 765,309,603 "," 1,264,793,669 "," 1,848,986,279 "," 831,716,787 ","-20,162,109,943 ","-22,082,352,711 ","-21,464,241,309 "," 638,075,450 "," 1,311,083,970 "," 1,647,954,713 "," 1,939,905,873 "," 130,016,565 "," 72,106,364 "," 2,450,458,589 "," 1,864,794,880 ","-432,547,702 ","-174,473,989 "," 119,828,184 "," 15,762,875,592 ","-645,294,394 ","-365,386,178 "," 10,220,816,378 "," 11,424,782,724 "," 839,524,313 "," 1,821,585,709 "," 3,127,452,306 "," 4,523,369,298 "," 1,508,877,553 "," 9,660,960,374 "," 11,036,488,301 "," 12,337,305,043 "," 22,274,689,663 "," 23,536,713,075 "," 24,959,707,167 "
02-04,   단기금융상품의 취득," 6,362,731,068 ","-59,403,536,234 "," 344,635,638,017 "," 231,615,176,833 "," 120,812,614,607 "," 120,623,175,609 "," 111,704,115,998 ","-356,962,765,007 "," 20,991,273,244 "," 121,607,098,509 "," 58,036,811,889 "," 161,825,512,714 ","-39,132,181,611 "," 161,172,445,108 "," 24,631,190,981 ","-263,286,258,881 ","-358,289,537,871 ","-208,732,219,652 ","-176,630,083,720 "," 309,424,066,564 ","-520,955,586,528 ","-613,658,386,016 ","-110,074,593,834 "," 188,547,133,266 ","-60,444,904,529 ","-110,249,570,949 ","-80,948,842,280 ","-67,232,210,733 ","-26,625,126,791 "," 91,847,818,744 "," 43,304,689,587 "," 38,274,379,191 ","-21,113,203,661 "," 132,170,727,752 "," 318,169,439,573 "
02-05,   장기금융상품의 취득,"-2,843,580 ","-5,749,970 "," 8,593,550 "," 11,374,320 "," 2,843,580 "," 5,762,320 "," 8,530,740 "," 11,374,320 "," 2,843,580 "," 5,687,160 "," 8,530,740 "," 11,374,320 "," 2,843,580 "," 10,741,997 "," 26,098,035 "," 1,366,127,222 "," 1,818,051 "," 3,691,099 "," 5,509,150 "," 7,384,794 "," 1,818,051 "," 3,570,957 "," 5,323,863 "," 7,076,769 "," 482,218,392 "," 2,178,396,667 "," 1,661,948,175 "," 2,110,265,237 "," 35,701,018 "," 35,069,056 "," 49,238,684 "," 186,152,665 "," 1,752,906 "," 3,505,812 "," 5,258,718 "
02-06,   단기대여금의 증가,"-220,000,000 ","-420,000,000 "," 3,820,000,000 "," 3,820,000,000 ", - ,"-550,000,000 ","-1,953,052,772 ","-1,950,000,000 ","-270,000,000 ","-470,000,000 ","-1,272,190,270 ","-2,022,024,961 ", - , - , - ,"-600,000,000 ","-1,404,586,993 ","-2,042,369,193 ","-2,578,123,000 ","-3,125,613,000 ","-1,197,028,810 ", - , - , - ,"-70,000,000 ","-520,000,000 "," 820,000,000 "," 820,000,000 "," 308,826,624 "," 200,000,000 "," 208,917,987 "," 200,000,000 "," 257,191,224 "," 1,380,833,026 "," 1,936,276,820 "
02-07,   장기대여금의 증가,"-2,286,915,000 ","-4,260,452,500 "," 5,912,052,500 "," 9,167,466,923 "," 2,362,663,960 ","-3,681,863,960 ","-5,549,686,960 ","-6,836,190,960 ","-1,765,000,000 ","-3,559,412,000 ","-5,295,787,000 ","-7,567,179,506 ","-1,125,459,000 ","-31,268,414,000 ","-31,748,444,000 ","-72,280,981,186 ", - , - , - ,"-1,047,622,038 ", - ,"-1,980,000,000 ","-4,776,206,485 ","-4,597,100,000 ","-1,739,580,157 ","-3,896,618,485 "," 5,060,350,000 "," 7,034,541,569 "," 1,273,138,820 "," 1,927,000,000 "," 3,109,000,000 "," 4,397,000,000 "," 850,000,000 "," 1,725,000,000 "," 2,835,640,000 "
02-08,   당기손익-공정가치측정금융자산의 취득, - , - , - , - , - ," 69,329,540,800 "," 69,329,540,800 "," 69,329,540,800 ", - , - , - ," 3,387,277,440 "," 7,607,023,400 "," 7,607,023,400 "," 7,607,023,400 "," 7,607,023,400 ", - , - , - , - ," 11,680,232,858 "," 11,714,269,766 "," 11,748,680,706 "," 11,783,091,646 ", - , - ," 12,756,609,228 "," 12,799,265,196 "," 786,583,493 "," 830,083,827 "," 874,062,186 "," 2,125,092,493 ", - ," 7,774,338,844 "," 43,435,459,307 "
02-09,   매도가능금융자산의 취득, - , - , - ," 36,587,446,500 "," 69,329,540,800 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
02-10,   기타포괄손익-공정가치측정금융자산의 취득, - , - , - , - , - , - , - , - , - , - , - ,"-3,000,000,000 ", - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
