구분자,구분자,구분자,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 1분기 3개월,당기 1분기 누적,전기 1분기 3개월,전기 1분기 누적,전기,전전기
ifrs-full_GrossProfit      매출총이익,매출총이익,03,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_GrossProfit,      매출총이익,3.59795E+11,3.59795E+11,3.13399E+11,3.13399E+11,,
ifrs-full_IncomeTaxExpenseContinuingOperations      법인세비용,법인세비용(수익),10,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,      법인세비용,1.72151E+11,1.72151E+11,43537280930,43537280930,,
ifrs-full_OtherComprehensiveIncome      기타포괄손익,기타포괄손익,12,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncome,      기타포괄손익,-9150785999,-9150785999,49445044601,49445044601,,
ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax         후속기간에 당기손익으로 재분류되는 항목,   후속기간에 당기손익으로 재분류되는 항목,12-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,         후속기간에 당기손익으로 재분류되는 항목,-6581750725,-6581750725,48850263249,48850263249,,
ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax            현금흐름위험회피,      현금흐름위험회피,12-01-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,            현금흐름위험회피,-23135727410,-23135727410,-22246515643,-22246515643,,
ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax            해외사업환산손익 등,      해외사업환산손익,12-01-03,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,            해외사업환산손익 등,20469280395,20469280395,59799538448,59799538448,,
ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax            지분법자본변동,      지분법자본변동,12-01-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,            지분법자본변동,-3915303710,-3915303710,11297240444,11297240444,,
ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax         후속기간에 당기손익으로 재분류되지 않는 항목,   후속기간에 당기손익으로 재분류되지 않는 항목,12-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,         후속기간에 당기손익으로 재분류되지 않는 항목,-2569035274,-2569035274,594781352,594781352,,
dart_ShareOfRetainedEarningsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod            지분법이익잉여금,      지분법이익잉여금변동,12-02-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,dart_ShareOfRetainedEarningsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,            지분법이익잉여금,-344103424,-344103424,-634309935,-634309935,,
ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments            기타포괄손익-공정가치측정금융자산평가이익(손실),      기타포괄손익-공정가치측정금융자산평가이익(손실),12-02-03,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,            기타포괄손익-공정가치측정금융자산평가이익(손실),-507918497,-507918497,1170494291,1170494291,,
ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans            확정급여제도의재측정요소,      확정급여제도의 재측정요소,12-02-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,            확정급여제도의재측정요소,-1717013353,-1717013353,58596996,58596996,,
ifrs-full_ProfitLoss      분기순이익(손실),당기순손익,11,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_ProfitLoss,      분기순이익(손실),4.54911E+11,4.54911E+11,-15452013086,-15452013086,,
ifrs-full_ProfitLossAttributableToNoncontrollingInterests         비지배지분,   비지배지분,14-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,         비지배지분,-17273515790,-17273515790,-23588895044,-23588895044,,
ifrs-full_ProfitLossAttributableToOwnersOfParent         지배기업소유주지분,   지배기업소유주지분,14-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,         지배기업소유주지분,4.72184E+11,4.72184E+11,8136881958,8136881958,,
ifrs-full_ProfitLossBeforeTax      법인세비용차감전순손익,법인세비용차감전이익,09,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_ProfitLossBeforeTax,      법인세비용차감전순손익,6.27062E+11,6.27062E+11,28085267844,28085267844,,
ifrs-full_Revenue      매출액,매출액,01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_Revenue,      매출액,1.58837E+12,1.58837E+12,1.56494E+12,1.56494E+12,,
ifrs-full_ShareOfProfitLossOfContinuingOperationsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod      지분법손익,지분법손익,06,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-03-31,1분기보고서,KRW,ifrs-full_ShareOfProfitLossOfContinuingOperationsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,      지분법손익,-2633100231,-2633100231,-14433145668,-14433145668,,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 반기 3개월,당기 반기 누적,전기 반기 3개월,전기 반기 누적,전기,전전기
dart_NonOperatingProfitLoss      기타영업외손익,기타영업외손익,08,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,dart_NonOperatingProfitLoss,      기타영업외손익,-1097362771,-1355301451,-10984084233,-7532721855,,
dart_NonOperatingExpense         기타손실,   기타손실,08-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,dart_NonOperatingExpense,         기타손실,12784709083,22655246069,25786038295,53070340838,,
dart_NonOperatingIncome         기타이익,   기타이익,08-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,dart_NonOperatingIncome,         기타이익,11687346312,21299944618,14801954062,45537618983,,
dart_OperatingIncomeLoss      영업이익,영업이익,05,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,dart_OperatingIncomeLoss,      영업이익,1.40561E+11,2.47468E+11,90383719885,1.66211E+11,,
dart_TotalSellingGeneralAdministrativeExpenses      판매비와관리비,판매비와관리비,04,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,      판매비와관리비,2.89968E+11,5.42856E+11,2.56089E+11,4.93661E+11,,
ifrs-full_ComprehensiveIncome      반기총포괄손익,총포괄손익,13,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_ComprehensiveIncome,      반기총포괄손익,-94097049155,3.51663E+11,-7957776882,26035254633,,
ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests         비지배지분,   비지배지분,15-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,         비지배지분,0,-33824740541,-45388979430,-64496910304,,
ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent         지배기업소유주지분,   지배기업소유주지분,15-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,         지배기업소유주지분,-94097049155,3.85488E+11,37431202548,90532164937,,
ifrs-full_CostOfSales      매출원가,매출원가,02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_CostOfSales,      매출원가,1.3482E+12,2.57678E+12,1.24187E+12,2.49342E+12,,
ifrs-full_BasicEarningsLossPerShare         기본주당손익,   기본주당이익(손실),16-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,         기본주당손익,-4466,59741,12373,13479,,
ifrs-full_DilutedEarningsLossPerShare         희석주당손익,   희석주당이익(손실),16-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,         희석주당손익,-4466,59741,12373,13479,,
ifrs-full_FinanceIncomeCost      순금융손익,순금융손익,07,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_FinanceIncomeCost,      순금융손익,-1.97808E+11,3.25238E+11,43835554898,7074857230,,
ifrs-full_FinanceCosts         금융원가,   금융원가,07-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_FinanceCosts,         금융원가,3.06389E+11,2.68623E+11,2.06499E+11,4.34676E+11,,
ifrs-full_FinanceIncome         금융수익,   금융수익,07-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_FinanceIncome,         금융수익,1.08581E+11,5.93861E+11,2.50334E+11,4.4175E+11,,
ifrs-full_GrossProfit      매출총이익,매출총이익,03,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_GrossProfit,      매출총이익,4.30528E+11,7.90324E+11,3.46473E+11,6.59872E+11,,
ifrs-full_IncomeTaxExpenseContinuingOperations      법인세비용,법인세비용(수익),10,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,      법인세비용,40167634208,2.12318E+11,51039590336,94576871266,,
ifrs-full_OtherComprehensiveIncome      기타포괄손익,기타포괄손익,12,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_OtherComprehensiveIncome,      기타포괄손익,-61256167046,-70406953045,-75281660030,-25836615429,,
ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax         후속기간에 당기손익으로 재분류되는 항목,   후속기간에 당기손익으로 재분류되는 항목,12-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,         후속기간에 당기손익으로 재분류되는 항목,-60987274637,-67569025362,-77371264104,-28521000855,,
ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax            현금흐름위험회피,      현금흐름위험회피,12-01-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,            현금흐름위험회피,0,-23135727410,-16302880048,-38549395691,,
ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax            해외사업환산손익 등,      해외사업환산손익,12-01-03,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,            해외사업환산손익 등,-11877298390,8591982005,-50128876162,9670662286,,
ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax            지분법자본변동,      지분법자본변동,12-01-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,            지분법자본변동,-49109976247,-53025279957,-10939507894,357732550,,
ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax         후속기간에 당기손익으로 재분류되지 않는 항목,   후속기간에 당기손익으로 재분류되지 않는 항목,12-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,         후속기간에 당기손익으로 재분류되지 않는 항목,-268892409,-2837927683,2089604074,2684385426,,
dart_ShareOfRetainedEarningsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod            지분법이익잉여금변동,      지분법이익잉여금변동,12-02-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,dart_ShareOfRetainedEarningsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,            지분법이익잉여금변동,-1539,-344104963,33350,-634276585,,
ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments            기타포괄손익-공정가치측정금융자산평가이익(손실),      기타포괄손익-공정가치측정금융자산평가이익(손실),12-02-03,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,            기타포괄손익-공정가치측정금융자산평가이익(손실),-241683516,-749602013,2088647977,3259142268,,
ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans            확정급여제도의 재측정요소,      확정급여제도의 재측정요소,12-02-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,            확정급여제도의 재측정요소,-27207354,-1744220707,922747,59519743,,
ifrs-full_ProfitLoss      반기순이익(손실),당기순손익,11,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_ProfitLoss,      반기순이익(손실),-32840882109,4.2207E+11,67323883148,51871870062,,
ifrs-full_ProfitLossAttributableToNoncontrollingInterests         비지배지분,   비지배지분,14-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,         비지배지분,0,-17273515790,-23669081824,-47257976868,,
ifrs-full_ProfitLossAttributableToOwnersOfParent         지배기업소유주지분,   지배기업소유주지분,14-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,         지배기업소유주지분,-32840882109,4.39344E+11,90992964972,99129846930,,
ifrs-full_ProfitLossBeforeTax      법인세비용차감전손익,법인세비용차감전이익,09,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_ProfitLossBeforeTax,      법인세비용차감전손익,7326752099,6.34388E+11,1.18363E+11,1.46449E+11,,
ifrs-full_Revenue      매출액,매출액,01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_Revenue,      매출액,1.77873E+12,3.3671E+12,1.58834E+12,3.15329E+12,,
ifrs-full_ShareOfProfitLossOfContinuingOperationsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod      지분법손익,지분법손익,06,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-06-30,반기보고서,KRW,ifrs-full_ShareOfProfitLossOfContinuingOperationsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,      지분법손익,65671248448,63038148217,-4871717066,-19304862734,,
항목코드항목명,0,0,재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기 3분기 3개월,당기 3분기 누적,전기 3분기 3개월,전기 3분기 누적,전기,전전기
dart_NonOperatingProfitLoss      기타영업외손익,기타영업외손익,08,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_NonOperatingProfitLoss,      기타영업외손익,-533245013,-1888546464,407648275,-7125073580,,
dart_NonOperatingExpense         기타손실,   기타손실,08-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_NonOperatingExpense,         기타손실,9736075556,32391321625,10154464388,63224805226,,
dart_NonOperatingIncome         기타이익,   기타이익,08-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_NonOperatingIncome,         기타이익,9202830543,30502775161,10562112663,56099731646,,
dart_OperatingIncomeLoss      영업이익,영업이익,05,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_OperatingIncomeLoss,      영업이익,1.25329E+11,3.72797E+11,88429543503,2.54641E+11,,
dart_TotalSellingGeneralAdministrativeExpenses      판매비와관리비,판매비와관리비,04,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,      판매비와관리비,3.13487E+11,8.56343E+11,2.41255E+11,7.34915E+11,,
ifrs-full_ComprehensiveIncome      분기총포괄손익,총포괄손익,13,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_ComprehensiveIncome,      분기총포괄손익,9993062945,3.61656E+11,-21160355467,4874899166,,
ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests         비지배지분,   비지배지분,15-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,         비지배지분,0,-33824740541,-51214510369,-1.15711E+11,,
ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent         지배기업소유주지분,   지배기업소유주지분,15-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,         지배기업소유주지분,9993062945,3.95481E+11,30054154902,1.20586E+11,,
ifrs-full_CostOfSales      매출원가,매출원가,02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_CostOfSales,      매출원가,1.19539E+12,3.77217E+12,1.22304E+12,3.71646E+12,,
ifrs-full_BasicEarningsLossPerShare         기본주당손익,   기본주당이익(손실),16-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,         기본주당손익,-5753,53988,6386,19865,,
ifrs-full_DilutedEarningsLossPerShare         희석주당손익,   희석주당이익(손실),16-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_DilutedEarningsLossPerShare,         희석주당손익,-5753,53988,6386,19865,,
ifrs-full_FinanceIncomeCost      순금융손익,순금융손익,07,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_FinanceIncomeCost,      순금융손익,-1.39074E+11,1.86164E+11,-9375540857,-2300683627,,
ifrs-full_FinanceCosts         금융원가,   금융원가,07-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_FinanceCosts,         금융원가,1.13605E+11,3.80294E+11,1.17337E+11,5.20189E+11,,
ifrs-full_FinanceIncome         금융수익,   금융수익,07-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_FinanceIncome,         금융수익,-25469221394,5.66458E+11,1.07962E+11,5.17889E+11,,
ifrs-full_GrossProfit      매출총이익,매출총이익,03,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_GrossProfit,      매출총이익,4.38816E+11,1.22914E+12,3.29684E+11,9.89556E+11,,
ifrs-full_IncomeTaxExpenseContinuingOperations      법인세비용,법인세비용(수익),10,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_IncomeTaxExpenseContinuingOperations,      법인세비용,35207083116,2.47525E+11,53730122662,1.48307E+11,,
ifrs-full_OtherComprehensiveIncome      기타포괄손익,기타포괄손익,12,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_OtherComprehensiveIncome,      기타포괄손익,52300716307,-18106236738,-32398320265,-58234935694,,
ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax         후속기간에 당기손익으로 재분류되는 항목,   후속기간에 당기손익으로 재분류되는 항목,12-01,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,         후속기간에 당기손익으로 재분류되는 항목,52103800464,-15465224898,-30875603046,-59396603901,,
ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax            현금흐름위험회피,      현금흐름위험회피,12-01-02,"단일 포괄손익계산서, 기능별 분류, 세후 - 연결",[002380],케이씨씨,유가증권시장상장법인,204,기타 화학제품 제조업,12,2024-09-30,3분기보고서,KRW,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,            현금흐름위험회피,0,-23135727410,-23360529639,-61909925330,,
